ENST00000496760 ENST00000593682 ENST00000311437 ENST00000373036 	ENST00000559007 ENST00000558064 ENST00000550597 ENST00000392876 ENST00000522833 ENST00000475135 ENST00000478791 ENST00000299163 ENST00000472961 	633 981 2203 4371 	1800 199 16 3127 299 625 1065 10640 219 	639 987 2209 4377 	1800 199 16 3127 299 625 1065 10640 219 	37 37 37 37 	46 46 46 46 46 46 46 46 46 
ENST00000379558 ENST00000295269 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000564458 ENST00000564795 	ENST00000478538 ENST00000489060 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	30 1617 	6559 4032 345 5128 7212 1504 15406 1251 1056 1056 	30 1617 	51 51 51 51 51 51 51 51 51 51 	52 52 
ENST00000444724 ENST00000397412 ENST00000293925 ENST00000262317 ENST00000546151 ENST00000423772 ENST00000252444 ENST00000572732 ENST00000472531 ENST00000528276 ENST00000526185 	ENST00000491724 	2724 7026 6927 5052 2046 289 3958 1385 725 339 1437 	1633 	2724 7026 6927 5052 2046 289 3958 1385 725 339 1437 	1633 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000480456 ENST00000589613 ENST00000592540 ENST00000360388 ENST00000572400 ENST00000512907 ENST00000411857 	ENST00000357137 	2761 620 1023 2615 1812 518 1704 	5927 	2772 631 1034 2626 1823 529 1715 	5949 	32 32 32 32 32 32 32 	31 
ENST00000575285 	ENST00000456967 ENST00000607301 	1544 	2085 2085 	1563 	2085 2085 	34 	44 44 
ENST00000531806 ENST00000529253 ENST00000528089 	ENST00000529146 ENST00000340537 ENST00000431227 ENST00000534187 ENST00000448228 ENST00000533852 ENST00000530385 ENST00000321602 ENST00000393715 ENST00000346333 ENST00000510443 ENST00000359244 	469 631 1287 	1107 996 1257 1117 1300 1352 1045 1045 1045 849 929 947 	469 631 1287 	1215 1104 1365 1225 1408 1460 1101 1101 1101 853 933 951 	36 36 36 	47 47 47 47 47 47 47 47 47 47 47 47 
ENST00000309733 ENST00000489060 	ENST00000481729 	7004 2048 	467 	7004 2048 	467 	44 44 	53 
ENST00000483793 ENST00000310613 	ENST00000538183 ENST00000476192 ENST00000497426 ENST00000474698 ENST00000550534 	4094 3145 	7683 5174 5174 5173 873 	4100 3151 	7683 5174 5174 5173 873 	47 47 	35 35 35 35 35 
ENST00000570752 	ENST00000526898 ENST00000417511 ENST00000487980 ENST00000409612 	138 	100 100 447 282 	138 	117 117 464 299 	53 	33 33 33 33 
ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 	ENST00000579913 ENST00000581296 	1296 2030 1413 4430 4302 	601 3849 	1297 2031 1414 4431 4303 	601 3849 	51 51 51 51 51 	53 53 
ENST00000526284 	ENST00000333139 ENST00000446232 ENST00000476192 ENST00000497426 	775 	1189 1057 7027 7027 	784 	1200 1068 7038 7038 	44 	42 42 42 42 
ENST00000429412 ENST00000546113 ENST00000538183 ENST00000392857 	ENST00000309733 	2111 2111 8353 4751 	7922 	2125 2125 8367 4765 	7922 	31 31 31 31 	53 
ENST00000529806 ENST00000526908 ENST00000527826 	ENST00000480705 ENST00000602152 ENST00000441047 	296 22 289 	119 93 126 	296 22 289 	119 93 126 	51 51 51 	53 53 53 
ENST00000512701 ENST00000399017 ENST00000471841 ENST00000550522 ENST00000378268 ENST00000380698 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000342063 ENST00000264230 ENST00000504241 ENST00000443948 	ENST00000520887 	5382 376 4815 3 365 1778 1077 1812 3034 2313 729 1987 714 	4 	5382 376 4815 3 365 1778 1077 1812 3034 2313 729 1987 714 	4 	53 53 53 53 53 53 53 53 53 53 53 53 53 	40 
ENST00000474871 ENST00000532143 	ENST00000367157 ENST00000526405 ENST00000599646 	1508 -12 	2714 3210 1952 	1520 0 	2714 3210 1952 	31 31 	53 53 53 
ENST00000408926 	ENST00000538183 ENST00000321521 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000355520 ENST00000473559 ENST00000558583 ENST00000261200 ENST00000497426 ENST00000310613 ENST00000474698 	3109 	7083 7971 13265 13208 4572 7359 2022 5667 6954 4572 2763 4571 	3109 	7084 7972 13266 13209 4573 7360 2023 5668 6955 4573 2764 4572 	53 	34 34 34 34 34 34 34 34 34 34 34 34 
ENST00000489060 	ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000312675 ENST00000543006 ENST00000483793 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000478687 ENST00000463222 ENST00000564458 ENST00000564795 	1239 	6566 4039 6371 352 5135 13125 13068 3571 7219 1882 1511 1382 1258 6814 527 334 1063 1063 	1239 	6566 4039 6371 352 5135 13125 13068 3571 7219 1882 1511 1382 1258 6814 527 334 1063 1063 	53 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000311412 ENST00000405413 ENST00000506912 	ENST00000607772 ENST00000492597 ENST00000426739 ENST00000507458 ENST00000586908 ENST00000494901 ENST00000510679 ENST00000371610 ENST00000594012 ENST00000491277 ENST00000592071 ENST00000329665 ENST00000558871 ENST00000540447 ENST00000366286 ENST00000366290 ENST00000394806 ENST00000571656 ENST00000360566 ENST00000304567 ENST00000324288 ENST00000564244 ENST00000251547 ENST00000376770 ENST00000597597 ENST00000561981 ENST00000375453 ENST00000322153 ENST00000599986 ENST00000595195 ENST00000603918 	2098 2135 500 	5310 375 2654 428 3291 341 428 2746 5221 5048 742 2951 1009 5455 273 2 4890 428 3053 2651 6380 3652 2705 3121 1243 2411 516 1378 5221 1837 680 	2098 2135 500 	5310 375 2654 428 3291 341 428 2746 5221 5048 742 2951 1009 5455 273 2 4890 428 3053 2651 6380 3652 2705 3121 1243 2411 516 1378 5221 1837 680 	34 34 34 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000601467 	ENST00000588534 	160 	877 	160 	877 	32 	53 
ENST00000541780 	ENST00000540574 ENST00000536844 	686 	3179 3179 	686 	3179 3179 	53 	53 53 
ENST00000570983 ENST00000320672 	ENST00000361786 ENST00000520697 ENST00000531380 	931 5569 	2957 147 5914 	941 5579 	2972 162 5929 	41 41 	31 31 31 
ENST00000409887 	ENST00000295121 ENST00000277942 ENST00000493624 	3012 	1470 6296 2390 	3012 	1479 6305 2399 	53 	31 31 31 
ENST00000578826 	ENST00000276461 	770 	2859 	770 	2876 	53 	31 
ENST00000442281 ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	ENST00000456819 ENST00000419005 ENST00000445820 ENST00000446873 ENST00000428199 	108 108 108 108 108 108 	173 173 170 173 170 	129 129 129 129 129 129 	173 173 170 173 170 	32 32 32 32 32 32 	47 47 47 47 47 
ENST00000492472 ENST00000467514 ENST00000318636 ENST00000360428 ENST00000434452 ENST00000328913 ENST00000473233 ENST00000338733 ENST00000446782 ENST00000424280 ENST00000309424 ENST00000592540 ENST00000536413 ENST00000297578 ENST00000523256 ENST00000521645 ENST00000302219 ENST00000328546 ENST00000370272 ENST00000366089 ENST00000296318 ENST00000475135 ENST00000581251 ENST00000596009 	ENST00000392690 	818 694 4386 4854 4971 4625 4400 2021 1768 2372 2501 1116 467 1693 1513 1617 1821 1949 5593 111 6185 1298 694 387 	3186 	818 694 4386 4854 4971 4625 4400 2021 1768 2372 2501 1116 467 1693 1513 1617 1821 1949 5593 111 6185 1298 694 387 	3186 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000223095 ENST00000445463 	ENST00000366730 ENST00000493209 ENST00000485083 ENST00000366726 ENST00000312726 ENST00000366728 ENST00000453943 ENST00000366723 ENST00000493138 ENST00000366722 ENST00000498092 ENST00000412265 ENST00000366718 ENST00000366716 ENST00000485168 ENST00000495999 ENST00000486668 ENST00000470155 ENST00000391865 	1396 1342 	320 590 770 216 361 196 188 184 179 188 552 570 547 179 524 131 97 5 258 	1396 1342 	320 590 770 216 361 196 188 184 179 188 552 570 547 179 524 131 97 5 258 	38 38 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000378026 	ENST00000233809 ENST00000490362 ENST00000456764 ENST00000436812 	2420 	957 3935 515 296 	2420 	957 3935 515 296 	53 	53 53 53 53 
ENST00000504184 	ENST00000221086 ENST00000272907 ENST00000452837 ENST00000345094 ENST00000361840 ENST00000378195 ENST00000370791 	1338 	6149 4673 2159 2154 2063 2096 2844 	1344 	6151 4675 2161 2156 2065 2098 2846 	45 	32 32 32 32 32 32 32 
ENST00000419932 	ENST00000360954 	239 	2196 	240 	2200 	52 	32 
ENST00000292853 ENST00000509137 	ENST00000469540 ENST00000582596 	1541 1470 	895 895 	1557 1486 	898 898 	37 37 	35 35 
ENST00000265433 ENST00000396252 ENST00000409330 ENST00000519426 ENST00000517772 	ENST00000371646 ENST00000353801 ENST00000371554 	825 1066 830 464 631 	2338 2351 2443 	825 1066 830 464 631 	2338 2351 2443 	52 52 52 52 52 	52 52 52 
ENST00000257527 ENST00000394020 	ENST00000568620 ENST00000563305 ENST00000604107 	5447 5438 	1923 9 731 	5461 5452 	1923 9 731 	31 31 	53 53 53 
ENST00000448814 	ENST00000590135 ENST00000587987 ENST00000588892 ENST00000586476 	1003 	978 604 1801 1627 	1003 	978 604 1801 1627 	49 	36 36 36 36 
ENST00000366971 ENST00000596143 ENST00000601416 ENST00000600770 ENST00000600435 ENST00000291770 ENST00000575479 ENST00000492184 	ENST00000582390 	3374 1890 1906 1906 1881 1818 480 2782 	1212 	3390 1906 1922 1922 1897 1834 496 2798 	1212 	37 37 37 37 37 37 37 37 	38 
ENST00000493763 ENST00000304734 	ENST00000252799 	2375 1639 	0 	2375 1639 	0 	53 53 	52 
ENST00000512818 ENST00000606567 ENST00000513407 ENST00000471529 	ENST00000275605 ENST00000395471 	166 166 498 166 	1728 1776 	166 166 498 166 	1728 1776 	35 35 35 35 	51 51 
ENST00000538183 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000309733 	7711 5202 5202 3392 5201 	7523 	7711 5202 5202 3392 5201 	7523 	43 43 43 43 43 	50 
ENST00000461837 ENST00000412144 ENST00000383198 ENST00000548408 ENST00000495024 ENST00000383067 ENST00000383066 ENST00000551943 ENST00000434618 ENST00000300747 ENST00000531101 ENST00000295851 ENST00000467834 ENST00000374568 ENST00000374572 ENST00000480059 ENST00000437315 ENST00000417059 ENST00000377192 ENST00000518145 	ENST00000330342 	2013 2806 2888 2009 2002 2799 2881 2620 2881 2616 2559 7869 2009 2806 2888 2009 2806 2888 113 522 	5918 	2013 2806 2888 2009 2002 2799 2881 2620 2881 2616 2559 7869 2009 2806 2888 2009 2806 2888 113 522 	5918 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 	53 
ENST00000564447 	ENST00000548783 	276 	527 	284 	529 	35 	32 
ENST00000447325 ENST00000463783 ENST00000321256 ENST00000428425 ENST00000427641 	ENST00000407236 ENST00000396000 ENST00000262735 	1135 3081 1089 1142 893 	3746 3798 3715 	1137 3083 1091 1144 895 	3753 3805 3722 	31 31 31 31 31 	32 32 32 
ENST00000272462 ENST00000427178 	ENST00000596009 	1768 930 	483 	1768 930 	483 	33 33 	53 
ENST00000392385 	ENST00000409562 	394 	2320 	394 	2320 	36 	52 
ENST00000334660 ENST00000324288 	ENST00000479456 	2387 6301 	-3 	2387 6301 	7 	51 51 	41 
ENST00000262605 ENST00000372904 	ENST00000477110 ENST00000473202 ENST00000357658 ENST00000476499 ENST00000484363 ENST00000478443 ENST00000491452 ENST00000282026 ENST00000483423 ENST00000339468 ENST00000472953 ENST00000339834 ENST00000406386 ENST00000377767 ENST00000523944 ENST00000262105 ENST00000521151 ENST00000480241 ENST00000487302 ENST00000470703 ENST00000580617 ENST00000340855 ENST00000530642 ENST00000466630 ENST00000358151 ENST00000345317 ENST00000591226 ENST00000464396 ENST00000595787 	4761 4783 	3004 4667 1560 1548 688 992 688 1228 688 1479 116 731 9295 5441 3146 3224 1067 688 688 688 236 5508 670 2522 1615 2312 1440 688 5508 	4766 4788 	3004 4667 1560 1548 688 992 688 1228 688 1479 116 731 9295 5441 3146 3224 1067 688 688 688 236 5508 670 2522 1615 2312 1440 688 5508 	31 31 	33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 33 
ENST00000592968 	ENST00000587492 ENST00000593106 ENST00000592509 ENST00000588442 ENST00000592679 ENST00000591078 ENST00000589279 ENST00000585670 ENST00000587614 ENST00000254165 	279 	163 80 26 77 66 97 71 31 77 163 	279 	163 80 26 77 66 97 71 31 77 163 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000520399 	ENST00000607000 ENST00000461769 ENST00000493100 ENST00000362063 ENST00000469087 ENST00000319194 ENST00000372236 ENST00000372226 ENST00000594821 ENST00000521405 ENST00000375749 ENST00000599328 ENST00000543561 ENST00000337673 ENST00000426306 ENST00000603371 	4435 	1745 616 453 5397 1597 3561 3402 3184 307 382 4935 1507 1881 2112 1952 602 	4435 	1745 616 453 5397 1597 3561 3402 3184 307 382 4935 1507 1881 2112 1952 602 	32 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000400000 ENST00000340541 ENST00000584796 ENST00000583879 ENST00000583475 ENST00000577539 	ENST00000563131 	790 865 507 489 458 2919 	563 	790 865 507 489 458 2919 	563 	45 45 45 45 45 45 	53 
ENST00000565912 	ENST00000262719 ENST00000400316 	1592 	5783 5794 	1592 	5802 5813 	34 	33 33 
ENST00000494591 	ENST00000464032 	26 	1759 	40 	1761 	39 	31 
ENST00000487659 	ENST00000526439 ENST00000392869 ENST00000366402 	795 	168 6920 18 	808 	173 6925 23 	35 	48 48 48 
ENST00000412930 ENST00000439516 	ENST00000411432 ENST00000557832 ENST00000398726 	248 248 	2529 546 537 	248 248 	2547 564 555 	53 53 	35 35 35 
ENST00000434856 	ENST00000369416 ENST00000543831 ENST00000369413 ENST00000528909 ENST00000235547 	1034 	1303 1344 1243 1257 1243 	1034 	1325 1366 1265 1279 1265 	53 	31 31 31 31 31 
ENST00000295269 ENST00000355520 ENST00000223073 ENST00000489060 	ENST00000508075 ENST00000586722 ENST00000458297 ENST00000492481 ENST00000550977 	3868 7048 15251 1244 	787 1587 1505 268 1828 	3868 7048 15251 1244 	787 1587 1505 268 1828 	53 53 53 53 	51 51 51 51 51 
ENST00000424911 ENST00000420084 ENST00000430856 ENST00000427251 ENST00000415450 	ENST00000456819 ENST00000453518 ENST00000429656 ENST00000445820 ENST00000428199 	56 56 56 56 56 	169 166 166 166 166 	56 56 56 56 56 	169 166 166 166 166 	37 37 37 37 37 	53 53 53 53 53 
ENST00000429656 ENST00000417944 ENST00000451967 ENST00000580020 	ENST00000428199 	427 427 427 427 	468 	443 443 443 443 	484 	36 36 36 36 	37 
ENST00000412938 ENST00000414583 	ENST00000504931 	3441 3185 	9003 	3441 3185 	9003 	52 52 	51 
ENST00000595520 	ENST00000412930 	201 	289 	201 	309 	53 	32 
ENST00000590843 	ENST00000437010 ENST00000456439 ENST00000423363 ENST00000490011 ENST00000375880 ENST00000409691 ENST00000375864 ENST00000471088 ENST00000413083 ENST00000455499 ENST00000444549 ENST00000480530 ENST00000489790 ENST00000383431 ENST00000383429 ENST00000432544 ENST00000462244 ENST00000426798 ENST00000484964 ENST00000556456 ENST00000436449 ENST00000480515 ENST00000416194 ENST00000437674 ENST00000438439 ENST00000471674 ENST00000589856 ENST00000606985 ENST00000451482 	437 	2125 1541 2227 1508 2125 1541 2292 85 2125 1541 2227 1508 646 2125 1541 2227 1508 2227 1508 85 2227 1508 2125 1541 2227 1508 1425 646 942 	449 	2125 1541 2227 1508 2125 1541 2292 85 2125 1541 2227 1508 646 2125 1541 2227 1508 2227 1508 85 2227 1508 2125 1541 2227 1508 1425 646 942 	38 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000343318 	ENST00000377957 ENST00000560440 	1584 	3684 2664 	1600 	3684 2664 	37 	53 53 
ENST00000431549 ENST00000430190 ENST00000550979 	ENST00000507617 	265 237 160 	202 	265 237 160 	202 	53 53 53 	53 
ENST00000437048 	ENST00000447683 ENST00000467634 ENST00000377386 ENST00000398263 ENST00000282120 ENST00000497623 ENST00000468599 	5723 	950 75 5218 4870 4576 57 725 	5735 	965 90 5233 4885 4591 72 740 	32 	31 31 31 31 31 31 31 
ENST00000507287 ENST00000510078 ENST00000394491 	ENST00000533154 	1260 1866 1662 	27 	1278 1884 1680 	36 	33 33 33 	37 
ENST00000412938 ENST00000414583 	ENST00000504931 	3449 3193 	8975 	3449 3193 	8975 	53 53 	53 
ENST00000554304 	ENST00000450670 	453 	261 	454 	264 	44 	45 
ENST00000476002 ENST00000463217 	ENST00000464182 ENST00000473638 ENST00000467105 	899 912 	404 105 1187 	899 912 	404 105 1187 	53 53 	53 53 53 
ENST00000532917 ENST00000453258 ENST00000371207 ENST00000543964 ENST00000371203 ENST00000539125 	ENST00000450993 ENST00000483685 ENST00000473443 ENST00000417849 ENST00000432688 ENST00000459791 ENST00000484718 	2038 4786 4686 4558 4760 4642 	2281 2034 2320 2127 2280 3318 527 	2038 4786 4686 4558 4760 4642 	2281 2034 2320 2127 2280 3318 527 	33 33 33 33 33 33 	53 53 53 53 53 53 53 
ENST00000223073 ENST00000489060 	ENST00000564458 ENST00000564795 	15231 1224 	936 936 	15239 1232 	936 936 	45 45 	52 52 
ENST00000461809 ENST00000486907 	ENST00000389082 ENST00000306833 	1413 440 	5726 5566 	1422 449 	5726 5566 	31 31 	36 36 
ENST00000409683 	ENST00000607242 ENST00000393073 	386 	344 187 	386 	346 189 	51 	51 51 
ENST00000256474 	ENST00000380765 	511 	1131 	511 	1133 	35 	51 
ENST00000446953 ENST00000486611 	ENST00000481681 ENST00000458386 ENST00000494408 ENST00000600290 	0 0 	30 30 57 30 	0 0 	30 30 57 30 	51 51 	53 53 53 53 
ENST00000606080 	ENST00000558583 	3547 	5868 	3547 	5868 	52 	52 
ENST00000528017 	ENST00000518348 	1240 	408 	1253 	428 	35 	32 
ENST00000552312 	ENST00000367225 	78 	4547 	78 	4561 	35 	36 
ENST00000460349 	ENST00000489786 ENST00000536349 ENST00000535028 ENST00000408888 ENST00000366606 	751 	4330 1828 691 1817 1616 	764 	4330 1828 691 1817 1616 	40 	43 43 43 43 43 
ENST00000392385 ENST00000409562 ENST00000392857 ENST00000295025 	ENST00000550977 ENST00000604604 ENST00000469718 	1106 2877 5450 8856 	2180 1289 448 	1106 2877 5450 8856 	2180 1289 448 	53 53 53 53 	51 51 51 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000309955 	2562 1904 1293 	3709 	2562 1904 1293 	3709 	53 53 53 	52 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000497426 ENST00000474698 ENST00000478687 ENST00000463222 ENST00000564458 ENST00000564795 	ENST00000326831 ENST00000436063 	6572 4045 6377 358 5141 13131 13074 4438 7225 1888 1517 15419 1388 1264 6820 4438 4437 533 340 1069 1069 	2569 3648 	6572 4045 6377 358 5141 13131 13074 4438 7225 1888 1517 15419 1388 1264 6820 4438 4437 533 340 1069 1069 	2590 3669 	39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 	32 32 
ENST00000596731 ENST00000600694 	ENST00000339007 ENST00000595840 ENST00000491444 ENST00000578975 ENST00000526451 ENST00000312234 ENST00000607751 ENST00000502921 ENST00000600000 ENST00000218008 ENST00000361319 ENST00000319863 ENST00000354286 ENST00000301886 ENST00000377244 ENST00000526702 ENST00000493394 ENST00000553901 ENST00000340625 ENST00000356980 ENST00000503699 ENST00000366935 ENST00000590918 ENST00000495707 ENST00000359321 ENST00000395699 ENST00000456530 ENST00000466994 ENST00000376200 ENST00000253801 ENST00000522362 ENST00000515303 ENST00000546994 ENST00000376040 ENST00000563818 ENST00000424284 ENST00000409446 ENST00000453594 ENST00000589162 ENST00000588427 ENST00000440362 ENST00000523271 ENST00000254657 ENST00000254658 ENST00000609116 ENST00000316097 ENST00000409472 ENST00000472442 ENST00000474602 ENST00000370132 ENST00000522449 ENST00000341893 ENST00000327230 ENST00000557830 ENST00000599588 ENST00000598068 ENST00000598172 ENST00000595769 ENST00000461134 ENST00000509041 ENST00000252599 ENST00000593832 ENST00000311936 ENST00000322153 ENST00000271375 ENST00000299134 ENST00000263726 ENST00000367342 ENST00000608849 ENST00000366319 ENST00000367461 	403 70 	2204 1718 86 269 2299 2425 1148 20 520 3149 3137 2665 2281 2026 1571 4347 232 2550 1126 2301 557 3199 2309 1284 1348 7743 584 178 849 2731 3844 355 171 1548 91 1187 1538 1648 34 605 817 1201 5561 5411 11438 1972 1680 2247 2641 8561 929 7316 6676 519 847 701 622 362 479 1416 2655 1889 3224 1275 7452 2461 6337 3215 557 319 114 	406 73 	2204 1718 86 269 2299 2425 1148 20 520 3149 3137 2665 2281 2026 1571 4347 232 2550 1126 2301 557 3199 2309 1284 1348 7743 584 178 849 2731 3844 355 171 1548 91 1187 1538 1648 34 605 817 1201 5561 5411 11438 1972 1680 2247 2641 8561 929 7316 6676 519 847 701 622 362 479 1416 2655 1889 3224 1275 7452 2461 6337 3215 557 319 114 	35 35 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 
ENST00000356189 	ENST00000359242 ENST00000294678 	559 	3989 3966 	559 	3989 3966 	52 	39 39 
ENST00000434693 ENST00000396583 ENST00000601467 	ENST00000593745 	5410 5074 134 	3941 	5410 5074 134 	3961 	32 32 32 	33 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	399 399 	278 	421 421 	53 	31 31 
ENST00000485714 ENST00000463030 ENST00000398808 	ENST00000273980 ENST00000461307 ENST00000429452 ENST00000334528 ENST00000225428 ENST00000606570 ENST00000566492 ENST00000368847 ENST00000361677 ENST00000506037 ENST00000597555 ENST00000360737 ENST00000446231 ENST00000565324 ENST00000389467 ENST00000592115 ENST00000557255 	1144 379 492 	7199 3748 5833 6681 2743 844 66 5512 2229 416 1480 2147 13067 12324 13020 333 3313 	1144 379 492 	7199 3748 5833 6681 2743 844 66 5512 2229 416 1480 2147 13067 12324 13020 333 3313 	53 53 53 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000525123 ENST00000532835 ENST00000357610 ENST00000298861 	ENST00000584259 	610 404 424 424 	872 	610 404 424 424 	881 	36 36 36 36 	41 
ENST00000447359 ENST00000424045 ENST00000425003 ENST00000507432 ENST00000444451 ENST00000604452 ENST00000457191 ENST00000592994 ENST00000432723 ENST00000440782 ENST00000605013 	ENST00000442987 	2705 2108 2383 223 1810 2624 2622 2664 2372 2350 2636 	2918 	2705 2108 2383 223 1810 2624 2622 2664 2372 2350 2636 	2918 	53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000483767 ENST00000477976 	ENST00000407594 ENST00000434348 	892 3483 	1805 2112 	892 3483 	1805 2112 	53 53 	53 53 
ENST00000581966 ENST00000582797 ENST00000492328 ENST00000338040 ENST00000577369 ENST00000426548 ENST00000568935 	ENST00000495413 	353 794 331 3893 794 4869 331 	1147 	353 794 331 3893 794 4869 331 	1147 	53 53 53 53 53 53 53 	53 
ENST00000538183 ENST00000321521 ENST00000476149 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	ENST00000473559 	7049 7937 2231 13231 13174 4538 1521 4538 2729 4537 	2067 	7049 7937 2231 13231 13174 4538 1521 4538 2729 4537 	2074 	42 42 42 42 42 42 42 42 42 42 	46 
ENST00000474171 ENST00000425147 ENST00000459725 ENST00000424500 	ENST00000495623 ENST00000270634 	420 452 453 453 	535 345 	420 452 453 453 	535 345 	53 53 53 53 	53 53 
ENST00000309955 ENST00000222584 ENST00000448246 	ENST00000598766 ENST00000601644 ENST00000515278 ENST00000512886 ENST00000503527 	11818 4028 2463 	1874 215 308 172 270 	11818 4028 2463 	1874 215 308 172 270 	53 53 53 	33 33 33 33 33 
ENST00000580649 	ENST00000316843 ENST00000479155 	404 	3841 5585 	404 	3841 5585 	35 	41 41 
ENST00000593919 ENST00000421852 ENST00000296254 	ENST00000382021 ENST00000303525 ENST00000295065 ENST00000549235 ENST00000556292 ENST00000489047 ENST00000550746 ENST00000410026 	1661 1115 744 	3068 2972 3498 261 304 3145 3722 9602 	1675 1129 758 	3068 2972 3498 261 304 3145 3722 9602 	38 38 38 	53 53 53 53 53 53 53 53 
ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 	ENST00000555188 ENST00000304760 	2240 2060 1715 1640 1562 	2577 1965 	2240 2060 1715 1640 1562 	2588 1976 	41 41 41 41 41 	34 34 
ENST00000584132 ENST00000455814 ENST00000591618 ENST00000562647 ENST00000366387 	ENST00000409229 ENST00000468196 ENST00000399011 ENST00000589272 ENST00000393233 ENST00000425673 ENST00000455909 	1748 341 255 1748 47 	2846 4230 4084 1081 1081 6672 1874 	1748 341 255 1748 47 	2846 4230 4084 1081 1081 6672 1874 	51 51 51 51 51 	32 32 32 32 32 32 32 
ENST00000507604 ENST00000568442 	ENST00000489078 	543 543 	1139 	543 543 	1148 	53 53 	44 
ENST00000429412 ENST00000546113 ENST00000508075 	ENST00000392385 ENST00000409562 ENST00000604604 ENST00000295025 	2613 2613 808 	913 2684 1037 8663 	2613 2613 808 	928 2699 1052 8678 	46 46 46 	34 34 34 34 
ENST00000422464 ENST00000560302 	ENST00000554706 ENST00000602831 ENST00000480358 ENST00000602647 ENST00000602785 ENST00000602670 ENST00000399598 ENST00000553430 ENST00000527676 	3022 2552 	442 189 125 406 91 89 1830 921 235 	3042 2572 	460 207 143 424 109 107 1848 939 253 	31 31 	34 34 34 34 34 34 34 34 34 
ENST00000394511 ENST00000478538 ENST00000483793 ENST00000476192 ENST00000497426 ENST00000474698 	ENST00000538183 ENST00000558583 	180 57 3800 4661 4661 4660 	7503 6086 	185 62 3805 4666 4666 4665 	7522 6105 	39 39 39 39 39 39 	33 33 
ENST00000538183 ENST00000558583 	ENST00000309733 ENST00000476192 ENST00000497426 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	7498 6081 	7025 5086 5086 3276 5085 786 774 	7498 6081 	7037 5098 5098 3288 5097 798 786 	50 50 	41 41 41 41 41 41 41 
