ENST00000312675 ENST00000543006 ENST00000223073 ENST00000463753 ENST00000310613 	ENST00000309733 ENST00000478538 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000518152 ENST00000497426 ENST00000474698 	13148 13091 15436 2900 2646 	6546 3 4607 5702 1590 343 4607 4606 	13149 13092 15437 2901 2647 	6568 25 4629 5724 1612 365 4629 4628 	51 51 51 51 51 	31 31 31 31 31 31 31 31 
ENST00000412468 	ENST00000297307 	1139 	1172 	1139 	1172 	52 	38 
ENST00000599809 ENST00000595520 ENST00000594734 ENST00000598562 ENST00000597084 ENST00000439516 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000550466 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000442514 ENST00000553262 ENST00000548061 ENST00000558924 	295 295 301 301 301 295 291 291 291 291 	186 463 1738 2702 463 186 463 622 	295 295 301 301 301 295 291 291 291 291 	186 770 1738 2877 770 186 770 622 	39 39 39 39 39 39 39 39 39 39 	37 37 37 37 37 37 37 37 
ENST00000427908 	ENST00000563411 ENST00000599719 ENST00000601309 ENST00000317633 ENST00000601917 ENST00000592064 ENST00000263275 ENST00000544371 ENST00000253233 ENST00000429587 ENST00000366329 ENST00000526639 ENST00000486304 	2036 	434 134 125 873 1264 849 1171 1092 1384 1025 908 6 434 	2036 	434 134 125 873 1264 849 1171 1092 1384 1025 908 6 434 	53 	32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000582436 ENST00000600299 ENST00000484909 ENST00000494927 ENST00000215832 ENST00000278949 	ENST00000512783 ENST00000360286 ENST00000302874 ENST00000505412 ENST00000421176 ENST00000374329 ENST00000257572 ENST00000579483 ENST00000492944 ENST00000412351 ENST00000458616 ENST00000489442 ENST00000566821 ENST00000586486 ENST00000591510 ENST00000550103 ENST00000480477 ENST00000557187 ENST00000589953 ENST00000530015 ENST00000567298 ENST00000446344 ENST00000598513 ENST00000333952 ENST00000193391 ENST00000534716 ENST00000522208 ENST00000482342 ENST00000606911 ENST00000392378 ENST00000358186 ENST00000392379 ENST00000304932 ENST00000392674 	2488 671 1062 715 7544 1664 	3188 305 2068 1543 2883 377 4094 3184 90 -6 692 711 745 958 -11 368 361 245 513 1702 3242 5602 2904 2919 6959 802 4619 108 4692 2226 2101 2317 263 208 	2488 671 1062 715 7544 1664 	3200 317 2080 1555 2895 389 4106 3196 102 6 704 723 757 970 1 380 373 257 525 1714 3254 5614 2916 2931 6971 814 4631 120 4704 2238 2113 2329 275 220 	33 33 33 33 33 33 	40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 40 
ENST00000379013 	ENST00000496424 ENST00000396408 	678 	840 4118 	692 	840 4118 	31 	36 36 
ENST00000473891 	ENST00000475187 ENST00000466284 ENST00000581287 ENST00000216513 ENST00000417397 	3349 	1564 1072 222 4078 1180 	3363 	1572 1080 230 4086 1188 	34 	43 43 43 43 43 
ENST00000310823 	ENST00000463920 	3436 	2178 	3454 	2178 	35 	37 
ENST00000309955 ENST00000544076 	ENST00000523902 ENST00000521211 	3730 1431 	402 428 	3730 1431 	402 428 	53 53 	53 53 
ENST00000273980 	ENST00000580201 	60 	26 	61 	33 	50 	46 
ENST00000475922 ENST00000335056 ENST00000482404 ENST00000574002 	ENST00000441159 ENST00000409703 	784 1797 2807 -7 	5037 4683 	801 1814 2824 10 	5053 4699 	32 32 32 32 	34 34 
ENST00000571500 ENST00000534317 	ENST00000410105 	5395 5395 	2123 	5400 5400 	2131 	48 48 	32 
ENST00000409997 	ENST00000341446 ENST00000541730 ENST00000570983 ENST00000439574 ENST00000479069 ENST00000327535 ENST00000272462 ENST00000328914 ENST00000583384 ENST00000587822 ENST00000587452 ENST00000371610 ENST00000474436 ENST00000261263 ENST00000498702 ENST00000469733 ENST00000483959 ENST00000525752 ENST00000216099 ENST00000593019 ENST00000529201 ENST00000381486 ENST00000396123 ENST00000234142 ENST00000607474 ENST00000608895 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000512234 ENST00000600584 ENST00000288266 ENST00000510199 ENST00000369308 ENST00000549999 ENST00000604000 ENST00000503038 ENST00000478379 	338 	3341 2027 1163 183 376 4023 1886 8107 45 611 384 2457 757 1399 610 232 56 121 231 662 141 7419 4231 7381 306 261 2111 1456 1441 122 650 5426 110 3051 462 2900 80 60 	349 	3341 2027 1163 183 376 4023 1886 8107 45 611 384 2457 757 1399 610 232 56 121 231 662 141 7419 4231 7381 306 261 2111 1456 1441 122 650 5426 110 3051 462 2900 80 60 	33 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000409562 ENST00000481617 ENST00000604604 ENST00000295025 	ENST00000334567 ENST00000359242 ENST00000294678 	2430 2430 651 2422 3895 775 8405 	1241 3384 3361 	2444 2444 665 2436 3909 789 8419 	1252 3395 3372 	38 38 38 38 38 38 38 	42 42 42 
ENST00000579094 	ENST00000570478 	334 	486 	348 	486 	38 	52 
ENST00000458059 ENST00000568890 ENST00000565457 ENST00000565556 ENST00000427478 	ENST00000589420 	2006 1036 1085 1206 1103 	611 	2016 1046 1095 1216 1113 	611 	36 36 36 36 36 	51 
ENST00000447116 ENST00000429348 	ENST00000449131 	3201 3081 	3766 	3201 3081 	3766 	31 31 	52 
ENST00000331758 ENST00000421564 ENST00000370848 	ENST00000295890 ENST00000449739 	2607 1824 1778 	1290 1189 	2627 1844 1798 	1298 1197 	33 33 33 	35 35 
ENST00000479887 ENST00000496731 ENST00000479102 ENST00000461471 ENST00000484189 	ENST00000391496 ENST00000408951 	1426 72 500 1426 72 	161 161 	1426 72 500 1426 72 	161 161 	53 53 53 53 53 	43 43 
ENST00000508075 ENST00000550977 ENST00000261200 ENST00000295025 	ENST00000493254 	799 1840 7128 8579 	2059 	799 1840 7128 8579 	2059 	52 52 52 52 	53 
ENST00000551328 	ENST00000472809 	147 	1295 	153 	1297 	41 	33 
ENST00000444342 	ENST00000299084 	1808 	5697 	1814 	5697 	36 	39 
ENST00000557060 ENST00000551944 ENST00000493254 ENST00000555870 ENST00000462119 ENST00000337630 ENST00000604604 ENST00000295025 ENST00000602666 	ENST00000312675 ENST00000543006 ENST00000392857 ENST00000469718 	2943 3487 2424 7018 1015 2023 1460 9086 2635 	13591 13534 5743 680 	2945 3489 2426 7020 1017 2025 1462 9088 2637 	13591 13534 5743 680 	50 50 50 50 50 50 50 50 50 	46 46 46 46 
ENST00000420913 ENST00000598179 	ENST00000371666 	975 93 	2119 	975 93 	2130 	50 50 	32 
ENST00000606080 	ENST00000429412 ENST00000546113 ENST00000309733 ENST00000604015 	4176 	1783 1783 7455 253 	4176 	1797 1797 7469 267 	53 	39 39 39 39 
ENST00000302548 	ENST00000371754 ENST00000593580 ENST00000309660 ENST00000591497 ENST00000267615 ENST00000354313 	2785 	5082 508 3257 3329 4940 1677 	2792 	5099 525 3274 3346 4957 1694 	45 	35 35 35 35 35 35 
ENST00000260276 ENST00000570851 	ENST00000444760 	1106 1106 	182 	1106 1106 	188 	53 53 	34 
ENST00000309955 ENST00000544076 	ENST00000595520 ENST00000594734 ENST00000598562 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000412930 ENST00000558924 	3755 1456 	144 150 150 2223 240 144 150 144 144 396 	3755 1456 	144 150 150 2223 240 144 150 144 144 396 	53 53 	52 52 52 52 52 52 52 52 52 52 
ENST00000504184 	ENST00000607738 	1454 	2064 	1454 	2071 	52 	38 
ENST00000309733 	ENST00000392857 	7903 	4947 	7903 	4947 	53 	52 
ENST00000265044 	ENST00000463433 	3322 	821 	3336 	832 	33 	40 
ENST00000557845 ENST00000481617 ENST00000604604 	ENST00000586722 ENST00000458297 ENST00000566753 ENST00000261200 	259 3598 478 	1524 1442 1803 7053 	262 3601 481 	1524 1442 1803 7053 	49 49 49 	53 53 53 53 
ENST00000569510 	ENST00000555870 ENST00000586501 	2277 	3446 1457 	2278 	3446 1457 	37 	39 39 
ENST00000372037 ENST00000379562 ENST00000526038 ENST00000411857 	ENST00000444614 ENST00000536991 ENST00000452375 ENST00000449784 ENST00000357490 ENST00000461350 	4251 5364 1235 4717 	1692 370 368 371 297 1284 	4251 5364 1235 4717 	1692 370 368 371 297 1284 	53 53 53 53 	53 53 53 53 53 53 
ENST00000586501 	ENST00000610020 	1496 	5671 	1505 	5671 	43 	34 
ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000604604 	ENST00000359242 ENST00000294678 ENST00000550977 ENST00000421951 	940 858 1219 3410 290 	2853 2830 1303 1139 	940 858 1219 3410 290 	2853 2830 1303 1139 	52 52 52 52 52 	35 35 35 35 
ENST00000481798 ENST00000461368 	ENST00000476715 ENST00000484568 ENST00000266610 	161 112 	252 251 261 	161 112 	252 251 261 	53 53 	53 53 53 
ENST00000359866 	ENST00000519286 ENST00000518329 ENST00000522608 ENST00000523209 	1998 	257 562 340 218 	1998 	257 562 340 218 	51 	53 53 53 53 
ENST00000392385 ENST00000469632 ENST00000493254 ENST00000566753 ENST00000604604 	ENST00000261200 	719 800 1813 1772 843 	7148 	719 800 1813 1772 843 	7148 	52 52 52 52 52 	35 
ENST00000481782 ENST00000467747 ENST00000496942 ENST00000482969 ENST00000497738 	ENST00000449697 ENST00000503654 ENST00000556083 ENST00000294489 ENST00000376057 ENST00000585339 ENST00000591124 	1071 607 2032 1377 1362 	602 79 1683 2747 2444 74 83 	1071 607 2032 1377 1362 	602 79 1683 2747 2444 74 83 	52 52 52 52 52 	51 51 51 51 51 51 51 
ENST00000485660 	ENST00000381908 ENST00000336164 ENST00000350274 	8 	3133 3130 3037 	13 	3133 3130 3037 	45 	53 53 53 
ENST00000569076 ENST00000566753 	ENST00000469971 	205 345 	387 	205 345 	387 	53 53 	52 
ENST00000395684 ENST00000493690 ENST00000296318 ENST00000392869 ENST00000209875 	ENST00000411939 ENST00000375234 ENST00000446045 	66 33 6163 6957 6904 	1360 1709 1569 	66 33 6163 6957 6904 	1361 1710 1570 	45 45 45 45 45 	52 52 52 
ENST00000492173 	ENST00000464766 ENST00000308287 ENST00000295822 ENST00000455858 ENST00000538311 ENST00000361127 ENST00000445221 ENST00000449800 ENST00000580094 	2163 	54 1853 1630 3178 713 6928 1372 1372 1372 	2181 	54 1853 1630 3178 713 6928 1372 1372 1372 	35 	32 32 32 32 32 32 32 32 32 
ENST00000570478 	ENST00000572638 	496 	1019 	496 	1019 	53 	41 
ENST00000359543 	ENST00000476266 ENST00000578975 	3661 	270 1095 	3681 	291 1116 	32 	32 32 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000453518 ENST00000429656 ENST00000445820 ENST00000428199 	47 47 47 47 47 47 47 	170 170 170 170 	47 47 47 47 47 47 47 	170 170 170 170 	46 46 46 46 46 46 46 	53 53 53 53 
ENST00000481617 	ENST00000566753 	3254 	1102 	3265 	1102 	40 	51 
ENST00000484365 ENST00000497686 ENST00000464685 	ENST00000301981 	280 272 1774 	2415 	296 288 1790 	2415 	36 36 36 	44 
ENST00000447359 ENST00000455800 ENST00000457191 ENST00000592994 ENST00000442987 	ENST00000422015 	2313 2314 2230 2272 2398 	2385 	2313 2314 2230 2272 2398 	2385 	53 53 53 53 53 	52 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000574076 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 ENST00000528547 	ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	80 428 94 669 416 22 80 428 669 416 22 	68 68 73 68 	80 428 94 669 416 22 80 428 669 416 22 	68 68 73 68 	51 51 51 51 51 51 51 51 51 51 51 	53 53 53 53 
ENST00000492999 	ENST00000450504 ENST00000426791 	284 	418 418 	285 	418 418 	52 	51 51 
ENST00000340738 ENST00000557061 ENST00000555700 ENST00000559759 ENST00000427855 ENST00000381166 ENST00000311128 	ENST00000358361 	4597 2492 3448 1777 4678 4274 3498 	1633 	4597 2492 3448 1777 4678 4274 3498 	1651 	41 41 41 41 41 41 41 	35 
ENST00000496930 ENST00000393465 ENST00000320254 	ENST00000552264 ENST00000547001 ENST00000547334 ENST00000549322 ENST00000549105 ENST00000597888 ENST00000549001 	2515 3862 3830 	1291 3940 3940 1291 3940 3940 1054 	2515 3862 3830 	1291 3940 3940 1291 3940 3940 1054 	50 50 50 	53 53 53 53 53 53 53 
ENST00000465065 ENST00000012049 ENST00000366382 ENST00000460376 	ENST00000265465 	2595 1741 1245 1876 	2895 	2595 1741 1245 1876 	2895 	51 51 51 51 	53 
ENST00000508447 ENST00000377205 ENST00000462686 ENST00000361565 	ENST00000594765 ENST00000605555 ENST00000599079 ENST00000602031 ENST00000601558 ENST00000593509 ENST00000595175 ENST00000595694 ENST00000594615 ENST00000596087 	1876 1854 1720 4980 	1300 1300 1300 1300 1300 1300 1300 1300 1300 1300 	1876 1854 1720 4980 	1300 1300 1300 1300 1300 1300 1300 1300 1300 1300 	32 32 32 32 	33 33 33 33 33 33 33 33 33 33 
ENST00000220913 ENST00000519533 	ENST00000584942 	1586 1446 	59 	1594 1454 	59 	45 45 	42 
ENST00000320460 ENST00000475922 ENST00000271375 	ENST00000602791 ENST00000602364 	1456 814 5387 	2172 2172 	1456 814 5387 	2190 2190 	45 45 45 	35 35 
ENST00000549369 ENST00000550977 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	ENST00000481617 	268 1257 298 298 298 298 298 298 	3536 	288 1277 318 318 318 318 318 318 	3536 	32 32 32 32 32 32 32 32 	53 
ENST00000424846 	ENST00000225724 ENST00000403396 ENST00000583052 	2090 	2429 3348 70 	2100 	2432 3351 73 	43 	43 43 43 
ENST00000296464 	ENST00000503243 ENST00000326780 	7975 	1362 1362 	7975 	1376 1376 	33 	31 31 
ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	ENST00000309733 	3236 5045 746 734 	7070 	3236 5045 746 734 	7070 	53 53 53 53 	53 
ENST00000356970 ENST00000369970 ENST00000369971 ENST00000415331 ENST00000369969 ENST00000369968 	ENST00000529903 ENST00000296795 ENST00000316738 ENST00000555872 ENST00000475687 ENST00000609129 ENST00000392845 ENST00000435830 ENST00000348993 	2170 1923 2192 2052 1700 1508 	1061 3998 2260 2359 956 5133 4025 3376 3202 	2170 1923 2192 2052 1700 1508 	1061 3998 2260 2359 956 5133 4025 3376 3202 	53 53 53 53 53 53 	53 53 53 53 53 53 53 53 53 
ENST00000606080 	ENST00000538183 	5742 	9542 	5744 	9542 	33 	32 
ENST00000414297 	ENST00000594172 	633 	705 	633 	711 	53 	34 
ENST00000414297 	ENST00000594172 	640 	706 	640 	711 	53 	34 
ENST00000600387 ENST00000477796 	ENST00000536776 ENST00000373367 ENST00000541184 ENST00000499676 ENST00000233892 ENST00000323303 ENST00000480768 ENST00000397498 ENST00000577142 ENST00000573392 ENST00000571082 ENST00000570910 ENST00000574938 ENST00000397333 ENST00000462829 ENST00000368918 ENST00000547571 ENST00000491289 ENST00000479988 ENST00000389677 ENST00000489419 ENST00000373377 ENST00000555105 ENST00000504157 ENST00000354462 ENST00000393978 ENST00000354451 	2200 422 	2437 3469 3689 8995 3315 3516 1064 978 2107 647 1323 1655 697 2472 798 3428 586 4175 2655 10280 2227 3008 701 693 3005 605 1319 	2219 441 	2447 3479 3699 9005 3325 3526 1074 988 2117 657 1333 1665 707 2482 808 3438 596 4185 2665 10290 2237 3018 711 703 3015 615 1329 	34 34 	39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 39 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	414 414 	278 	417 417 	53 	50 50 
ENST00000524683 	ENST00000309594 ENST00000582783 ENST00000531486 ENST00000578063 ENST00000303343 ENST00000368404 ENST00000368401 ENST00000368405 ENST00000545170 ENST00000429774 ENST00000395324 ENST00000229022 ENST00000421422 ENST00000309060 ENST00000540170 ENST00000473759 	2266 	2055 3534 2215 1589 1034 1196 1064 901 5514 5466 3745 3758 7564 8756 8031 1280 	2283 	2058 3537 2218 1592 1037 1199 1067 904 5517 5469 3748 3761 7567 8759 8034 1283 	33 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 
ENST00000426923 	ENST00000590787 	2135 	3899 	2137 	3909 	35 	36 
ENST00000566753 	ENST00000604604 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	1100 	251 182 182 182 182 182 182 	1100 	251 182 182 182 182 182 182 	52 	53 53 53 53 53 53 53 
ENST00000342147 	ENST00000465995 	3265 	1739 	3277 	1757 	41 	35 
ENST00000571545 	ENST00000571707 	190 	1589 	208 	1596 	34 	35 
ENST00000453302 	ENST00000370205 ENST00000609116 ENST00000592988 	172 	4638 10070 792 	186 	4638 10070 792 	39 	35 35 35 
ENST00000538183 	ENST00000360752 	11882 	533 	11889 	541 	37 	34 
ENST00000261200 	ENST00000478538 ENST00000476192 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000518152 ENST00000497426 ENST00000474698 	6908 	2 4606 7393 5701 1589 342 4606 4605 	6908 	2 4606 7393 5701 1589 342 4606 4605 	53 	45 45 45 45 45 45 45 45 
ENST00000309733 ENST00000223073 	ENST00000295269 ENST00000558583 	6161 15212 	3945 5433 	6161 15212 	3945 5433 	53 53 	53 53 
ENST00000496760 ENST00000593682 ENST00000311437 ENST00000373036 	ENST00000559007 ENST00000558064 ENST00000550597 ENST00000392876 ENST00000522833 ENST00000475135 ENST00000478791 ENST00000299163 ENST00000472961 	633 981 2203 4371 	1800 199 16 3127 299 625 1065 10640 219 	639 987 2209 4377 	1800 199 16 3127 299 625 1065 10640 219 	37 37 37 37 	46 46 46 46 46 46 46 46 46 
ENST00000527076 ENST00000382021 ENST00000303525 ENST00000295065 ENST00000489047 ENST00000340344 ENST00000327441 ENST00000550746 ENST00000498273 ENST00000307792 ENST00000410026 ENST00000593919 ENST00000422247 ENST00000526185 	ENST00000562801 	888 3163 3067 3593 3240 4130 6569 3817 3352 6336 9697 1826 1959 1583 	972 	888 3163 3067 3593 3240 4130 6569 3817 3352 6336 9697 1826 1959 1583 	972 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000310613 ENST00000550534 ENST00000550321 	ENST00000538183 ENST00000476192 ENST00000497426 	3234 744 732 	7679 5170 5170 	3234 744 732 	7679 5170 5170 	53 53 53 	38 38 38 
ENST00000463934 	ENST00000358053 ENST00000313733 ENST00000471817 ENST00000568490 ENST00000485437 ENST00000602059 ENST00000356542 ENST00000470153 ENST00000302764 ENST00000396872 ENST00000320892 ENST00000299084 ENST00000573077 ENST00000368841 ENST00000458013 ENST00000368843 ENST00000419988 ENST00000553632 ENST00000590730 ENST00000450067 ENST00000395957 ENST00000594998 ENST00000392876 ENST00000262644 ENST00000436137 ENST00000454964 ENST00000599386 ENST00000571669 ENST00000263092 ENST00000567998 ENST00000608988 ENST00000366384 ENST00000553159 	704 	2767 2803 1493 84 588 76 503 516 2553 4754 4521 5579 71 4734 4071 4848 67 137 1610 1605 3505 316 3037 3367 931 326 3456 3149 3272 2340 1509 68 57 	712 	2767 2803 1493 84 588 76 503 516 2553 4754 4521 5579 71 4734 4071 4848 67 137 1610 1605 3505 316 3037 3367 931 326 3456 3149 3272 2340 1509 68 57 	45 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000339474 	ENST00000579913 	2538 	2157 	2543 	2157 	46 	37 
ENST00000380189 ENST00000551757 ENST00000548942 ENST00000548393 	ENST00000305141 	1119 286 387 85 	2075 	1140 307 408 106 	2075 	32 32 32 32 	45 
ENST00000602666 	ENST00000493254 	2488 	2289 	2496 	2289 	45 	53 
ENST00000494870 	ENST00000355773 	570 	2716 	570 	2719 	46 	32 
ENST00000524666 	ENST00000539739 	2681 	322 	2682 	334 	32 	41 
ENST00000494870 	ENST00000355773 	570 	2716 	570 	2719 	46 	32 
ENST00000432723 	ENST00000422015 ENST00000604452 ENST00000457191 ENST00000592994 ENST00000605013 	1812 	1955 1854 1852 1894 1866 	1812 	1955 1854 1852 1894 1866 	53 	53 53 53 53 53 
ENST00000321521 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000354232 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000478538 ENST00000558583 ENST00000489060 ENST00000518152 	7800 321 5104 7188 1351 1227 6783 1032 1032 	10 5709 1597 350 	7800 321 5104 7188 1351 1227 6783 1032 1032 	10 5709 1597 350 	53 53 53 53 53 53 53 53 53 	51 51 51 51 
ENST00000540225 ENST00000256594 	ENST00000557552 	2314 2232 	2366 	2314 2232 	2366 	53 53 	35 
ENST00000357164 	ENST00000499676 	1718 	5421 	1718 	5421 	36 	45 
ENST00000355749 ENST00000466896 ENST00000467117 ENST00000492549 ENST00000491033 ENST00000490618 	ENST00000567995 	448 -6 -3 11 -3 15 	34 	465 11 14 28 14 32 	34 	36 36 36 36 36 36 	53 
ENST00000309733 	ENST00000483793 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000408926 ENST00000497426 ENST00000474698 	6235 	3499 4360 5455 1343 3003 4360 4359 	6238 	3499 4360 5455 1343 3003 4360 4359 	49 	53 53 53 53 53 53 53 
ENST00000480304 	ENST00000546220 ENST00000465173 	1978 	1424 1568 	1997 	1424 1568 	34 	38 38 
ENST00000540511 	ENST00000437578 	5065 	71 	5065 	74 	53 	50 
ENST00000343110 ENST00000467228 ENST00000599719 ENST00000601309 ENST00000377957 ENST00000508504 ENST00000378679 ENST00000319854 ENST00000371655 ENST00000238831 ENST00000366221 ENST00000567425 ENST00000564372 ENST00000565289 ENST00000563014 ENST00000496462 ENST00000395337 ENST00000307792 ENST00000491289 ENST00000587928 ENST00000589173 ENST00000269391 ENST00000319945 ENST00000377837 ENST00000470730 ENST00000338352 ENST00000305188 ENST00000227155 ENST00000524750 ENST00000560440 ENST00000527818 ENST00000325722 ENST00000373266 ENST00000369936 ENST00000438197 ENST00000416379 ENST00000339375 ENST00000450876 ENST00000345589 ENST00000574773 ENST00000399387 ENST00000317872 ENST00000489074 ENST00000510256 ENST00000605787 ENST00000413484 	ENST00000382021 ENST00000303525 ENST00000489047 ENST00000367561 	2629 2337 97 88 3490 131 3498 2848 1518 4117 740 2213 2347 3236 1962 1374 4284 6189 4098 1460 349 2802 2671 920 1972 1253 3607 1407 529 2470 1600 3893 2096 2782 1448 2213 2347 3236 1962 2491 638 2272 486 486 385 425 	3113 3017 3190 1838 	2629 2337 97 88 3490 131 3498 2848 1518 4117 740 2213 2347 3236 1962 1374 4284 6189 4098 1460 349 2802 2671 920 1972 1253 3607 1407 529 2470 1600 3893 2096 2782 1448 2213 2347 3236 1962 2491 638 2272 486 486 385 425 	3113 3017 3190 1838 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000355520 ENST00000261200 	ENST00000309733 ENST00000282074 	7007 6602 	6309 1196 	7007 6602 	6309 1196 	51 51 	53 53 
ENST00000338483 ENST00000407965 ENST00000538320 ENST00000426621 ENST00000538999 ENST00000370271 	ENST00000433351 ENST00000264441 	2179 2020 2155 1913 2062 2600 	3192 2894 	2179 2020 2155 1913 2062 2600 	3207 2909 	32 32 32 32 32 32 	31 31 
ENST00000309733 	ENST00000399273 ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 ENST00000285176 	6772 	6491 3225 5034 735 723 6488 	6772 	6491 3225 5034 735 723 6488 	53 	52 52 52 52 52 52 
ENST00000305368 ENST00000373816 	ENST00000559127 ENST00000591750 	1611 2373 	1311 2866 	1617 2379 	1323 2878 	47 47 	41 41 
ENST00000467703 ENST00000509910 ENST00000274459 ENST00000589328 ENST00000409746 ENST00000463788 ENST00000588348 ENST00000586372 ENST00000490044 ENST00000512818 ENST00000606567 ENST00000513407 ENST00000471529 ENST00000381007 	ENST00000394232 ENST00000330276 ENST00000301659 ENST00000478402 ENST00000467298 	1311 2486 2479 2358 2458 115 1059 994 291 250 250 582 250 2726 	9828 9752 1903 793 648 	1311 2486 2479 2358 2458 115 1059 994 291 250 250 582 250 2726 	9831 9755 1906 796 651 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	32 32 32 32 32 
ENST00000430198 	ENST00000395004 	208 	448 	208 	448 	53 	53 
ENST00000355520 ENST00000261200 	ENST00000309733 ENST00000558583 	7041 6636 	6261 5417 	7041 6636 	6261 5417 	45 45 	53 53 
ENST00000378312 ENST00000278422 ENST00000529403 	ENST00000529704 ENST00000341865 ENST00000479805 ENST00000339464 	1219 1329 1399 	1190 4609 585 2209 	1219 1329 1399 	1200 4619 595 2219 	34 34 34 	43 43 43 43 
ENST00000264033 	ENST00000428457 	8182 	502 	8182 	513 	50 	41 
ENST00000449131 	ENST00000450993 ENST00000473443 ENST00000432688 ENST00000459791 	3367 	2814 2853 2813 3929 	3367 	2814 2853 2813 3929 	53 	52 52 52 52 
ENST00000550466 ENST00000553262 	ENST00000411432 	649 649 	3779 	649 649 	3779 	53 53 	53 
ENST00000538183 ENST00000309733 ENST00000478538 ENST00000483793 ENST00000476192 ENST00000558583 ENST00000518152 ENST00000497426 ENST00000474698 ENST00000564145 	ENST00000550534 ENST00000550321 	7192 6620 77 3820 4681 5776 417 4681 4680 639 	609 605 	7192 6620 77 3820 4681 5776 417 4681 4680 639 	609 605 	33 33 33 33 33 33 33 33 33 33 	53 53 
ENST00000378203 ENST00000378201 ENST00000378202 ENST00000378197 ENST00000441850 	ENST00000565795 	595 560 325 750 593 	2946 	595 560 325 750 593 	2962 	53 53 53 53 53 	32 
ENST00000521576 ENST00000297798 ENST00000411432 	ENST00000420650 	53 53 3353 	76 	53 53 3353 	76 	46 46 46 	33 
ENST00000554750 	ENST00000329627 ENST00000466863 	500 	7337 563 	500 	7337 563 	31 	51 51 
ENST00000309733 	ENST00000489060 ENST00000392857 	8232 	3370 5295 	8232 	3370 5295 	53 	52 52 
ENST00000538264 	ENST00000577843 ENST00000578332 ENST00000583315 	843 	891 891 891 	843 	891 891 891 	51 	53 53 53 
ENST00000324048 	ENST00000403657 ENST00000588771 	351 	1485 222 	351 	1485 222 	33 	36 36 
ENST00000492999 	ENST00000450504 ENST00000426791 	277 	424 424 	277 	424 424 	52 	53 53 
ENST00000371466 	ENST00000584384 ENST00000580926 	132 	28 109 	132 	28 109 	53 	53 53 
ENST00000511955 	ENST00000339994 ENST00000527958 ENST00000566042 	-1 	156 2034 870 	19 	176 2054 890 	32 	33 33 33 
ENST00000358230 ENST00000309955 ENST00000411432 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000551364 ENST00000412930 	2808 3654 1966 1355 	107 113 107 107 	2808 3654 1966 1355 	107 113 107 107 	53 53 53 53 	53 53 53 53 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	400 400 	278 	417 417 	53 	35 35 
ENST00000587548 ENST00000586022 	ENST00000448648 ENST00000284414 	2706 2706 	4414 3183 	2706 2706 	4430 3199 	53 53 	32 32 
ENST00000264065 	ENST00000309733 	8336 	7937 	8344 	7937 	34 	40 
ENST00000451353 	ENST00000561183 	132 	46 	151 	46 	34 	53 
