ENST00000569239 	ENST00000550466 ENST00000553258 ENST00000442514 ENST00000553262 ENST00000398726 ENST00000548061 	1496 	93 370 370 93 316 370 	1496 	93 370 370 93 316 370 	52 	53 53 53 53 53 53 
ENST00000569510 	ENST00000555870 	2392 	3609 	2392 	3609 	52 	53 
ENST00000563473 	ENST00000422486 ENST00000571381 ENST00000413888 	387 	934 931 931 	387 	934 931 931 	53 	53 53 53 
ENST00000530340 ENST00000447958 ENST00000358129 	ENST00000316843 ENST00000479155 	502 207 502 	3788 5532 	508 213 508 	3797 5541 	43 43 43 	44 44 
ENST00000335251 	ENST00000264065 	5106 	8439 	5108 	8454 	39 	31 
ENST00000483793 ENST00000223073 ENST00000463753 	ENST00000394511 ENST00000476192 ENST00000514783 ENST00000509886 ENST00000558583 ENST00000436063 ENST00000497426 ENST00000474698 	3595 15437 2901 	232 4713 422 422 5808 3831 4713 4712 	3595 15437 2901 	232 4713 422 422 5808 3831 4713 4712 	52 52 52 	34 34 34 34 34 34 34 34 
ENST00000512701 ENST00000366974 ENST00000366973 ENST00000525574 ENST00000527693 ENST00000489395 ENST00000602840 ENST00000512560 ENST00000445193 	ENST00000484855 ENST00000607187 ENST00000215917 	6449 1400 1341 1217 739 1641 1972 3483 5462 	242 24 2573 	6460 1411 1352 1228 750 1652 1983 3494 5473 	242 24 2573 	32 32 32 32 32 32 32 32 32 	53 53 53 
ENST00000321521 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000483793 ENST00000401491 ENST00000354232 ENST00000463753 ENST00000282074 ENST00000408926 ENST00000564458 ENST00000564795 	ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	7794 6334 315 5098 3534 1285 1345 2840 1221 3038 1026 1026 	4589 1572 4589 4588 	7794 6334 315 5098 3534 1285 1345 2840 1221 3038 1026 1026 	4589 1572 4589 4588 	52 52 52 52 52 52 52 52 52 52 52 52 	52 52 52 52 
ENST00000314103 ENST00000394718 ENST00000546151 ENST00000592072 ENST00000223073 ENST00000548979 	ENST00000546957 	2794 3136 954 976 3541 396 	315 	2804 3146 964 986 3551 406 	315 	43 43 43 43 43 43 	50 
ENST00000392385 ENST00000409562 ENST00000604604 ENST00000295025 	ENST00000551944 	915 2686 1039 8665 	3287 	915 2686 1039 8665 	3287 	53 53 53 53 	53 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	424 424 	278 	424 424 	53 	53 53 
ENST00000584196 ENST00000582966 	ENST00000333139 ENST00000446232 ENST00000539061 	1610 1610 	1194 1062 2464 	1610 1610 	1194 1062 2464 	53 53 	53 53 53 
ENST00000419932 	ENST00000593238 	159 	171 	159 	171 	31 	53 
ENST00000563131 	ENST00000400000 ENST00000340541 ENST00000584796 ENST00000583879 ENST00000583475 ENST00000577539 	422 	785 860 502 484 453 2914 	422 	785 860 502 484 453 2914 	52 	50 50 50 50 50 50 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	424 424 	278 	424 424 	53 	53 53 
ENST00000414297 	ENST00000594172 	605 	693 	605 	711 	53 	35 
ENST00000309955 	ENST00000599809 ENST00000601706 ENST00000594734 ENST00000598562 ENST00000553258 ENST00000569239 ENST00000411432 ENST00000557832 ENST00000442514 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	3719 	53 59 59 59 146 1421 2132 149 146 53 59 53 92 146 53 53 53 53 53 	3720 	53 59 59 59 146 1421 2132 149 146 53 59 53 92 146 53 53 53 53 53 	51 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000469632 ENST00000409562 ENST00000493254 ENST00000566753 ENST00000604604 	ENST00000550977 ENST00000261200 ENST00000295025 	2496 2496 717 798 2488 1811 1770 841 	1839 7127 8578 	2496 2496 717 798 2488 1811 1770 841 	1839 7127 8578 	53 53 53 53 53 53 53 53 	53 53 53 
ENST00000311623 ENST00000506231 	ENST00000606613 ENST00000486927 ENST00000416222 	1132 447 	2077 283 326 	1148 463 	2077 283 326 	37 37 	51 51 51 
ENST00000549235 ENST00000556292 ENST00000547440 	ENST00000310455 ENST00000519699 ENST00000527076 ENST00000327441 ENST00000498273 ENST00000307792 ENST00000593919 ENST00000422247 ENST00000526185 	261 304 1652 	2102 2196 887 6568 3351 6335 1825 1958 1582 	261 304 1652 	2102 2196 887 6568 3351 6335 1825 1958 1582 	53 53 53 	52 52 52 52 52 52 52 52 52 
ENST00000479426 ENST00000477385 ENST00000488695 ENST00000494816 ENST00000466693 ENST00000478077 ENST00000478205 	ENST00000603128 ENST00000419350 ENST00000448023 ENST00000359128 ENST00000301749 	977 977 977 977 977 977 977 	4379 4585 4292 4361 4373 	977 977 977 977 977 977 977 	4379 4585 4292 4361 4373 	53 53 53 53 53 53 53 	38 38 38 38 38 
ENST00000549235 ENST00000556292 	ENST00000422247 ENST00000367561 ENST00000425214 	297 340 	2031 1960 515 	297 340 	2031 1960 515 	53 53 	53 53 53 
ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	ENST00000309733 ENST00000604015 	5388 2371 5388 5387 	7497 295 	5393 2376 5393 5392 	7497 295 	40 40 40 40 	53 53 
ENST00000567056 	ENST00000432005 	1065 	472 	1065 	472 	53 	35 
ENST00000513619 	ENST00000531323 ENST00000377953 ENST00000574259 	740 	1774 1323 3861 	757 	1780 1329 3867 	35 	33 33 33 
ENST00000356442 ENST00000596237 ENST00000523465 	ENST00000296328 	263 336 524 	5391 	263 336 524 	5391 	51 51 51 	52 
ENST00000523549 ENST00000519712 	ENST00000342683 	328 289 	428 	328 289 	450 	35 35 	31 
ENST00000440461 	ENST00000378714 ENST00000378694 	352 	3673 3713 	373 	3679 3719 	32 	38 38 
ENST00000538183 	ENST00000358637 	10047 	1992 	10049 	2006 	41 	34 
ENST00000216484 ENST00000375403 ENST00000332592 	ENST00000326799 ENST00000376016 	6645 1913 1375 	3275 3137 	6660 1928 1390 	3288 3150 	36 36 36 	34 34 
ENST00000274498 ENST00000378004 ENST00000486650 	ENST00000595014 	6570 6382 4460 	913 	6576 6388 4466 	913 	47 47 47 	53 
ENST00000528973 	ENST00000584798 	2751 	1227 	2761 	1246 	43 	32 
ENST00000544076 	ENST00000594734 ENST00000598562 ENST00000411432 ENST00000557832 ENST00000551364 ENST00000597084 ENST00000594612 ENST00000412930 	1523 	137 137 2210 227 131 137 131 131 	1523 	137 137 2210 227 131 137 131 131 	51 	52 52 52 52 52 52 52 52 
ENST00000583418 	ENST00000366628 	2236 	4405 	2236 	4405 	52 	42 
ENST00000524543 ENST00000528080 ENST00000449697 ENST00000468371 	ENST00000610026 	1748 1885 570 2263 	1712 	1748 1885 570 2263 	1732 	53 53 53 53 	32 
ENST00000574854 	ENST00000274773 ENST00000504241 ENST00000393315 ENST00000361809 	152 	2443 3966 2455 2178 	170 	2462 3985 2474 2197 	34 	32 32 32 32 
ENST00000607242 ENST00000393073 	ENST00000409683 ENST00000426188 ENST00000595695 ENST00000539347 ENST00000358818 	334 177 	395 218 218 230 230 	334 177 	404 227 227 239 239 	50 50 	44 44 44 44 44 
ENST00000377957 ENST00000478501 ENST00000422582 ENST00000495154 ENST00000467719 ENST00000493181 ENST00000482150 ENST00000377411 ENST00000427288 ENST00000376753 ENST00000391770 ENST00000391769 ENST00000336967 ENST00000391771 ENST00000560285 	ENST00000572887 ENST00000219240 	2440 369 51 26 2348 5440 313 4227 1565 1201 2199 2331 2199 2263 1530 	1919 1769 	2440 369 51 26 2348 5440 313 4227 1565 1201 2199 2331 2199 2263 1530 	1939 1789 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 	31 31 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000574076 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 ENST00000528547 	ENST00000469891 ENST00000327878 	80 428 94 669 416 22 80 428 669 416 22 	61 56 	80 428 94 669 416 22 80 428 669 416 22 	61 56 	51 51 51 51 51 51 51 51 51 51 51 	53 53 
ENST00000570603 ENST00000573025 ENST00000572434 ENST00000574244 ENST00000575083 ENST00000532567 ENST00000527791 ENST00000527853 ENST00000524864 	ENST00000476147 ENST00000540179 ENST00000469891 ENST00000327878 	55 403 69 644 391 55 403 644 391 	67 67 72 67 	55 403 69 644 391 55 403 644 391 	67 67 72 67 	50 50 50 50 50 50 50 50 50 	53 53 53 53 
ENST00000589178 	ENST00000493254 ENST00000529271 ENST00000502413 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000476192 ENST00000550977 ENST00000481617 ENST00000497426 ENST00000474698 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	2365 	1068 358 296 749 667 1028 7363 989 3219 7355 5739 30 30 30 30 30 30 	2380 	1089 379 317 770 688 1049 7384 1010 3240 7376 5760 51 51 51 51 51 51 	38 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 
ENST00000411432 	ENST00000309955 	1927 	3711 	1927 	3711 	53 	53 
ENST00000580201 ENST00000558924 	ENST00000411432 	339 1347 	3977 	340 1348 	3977 	51 51 	53 
ENST00000450819 ENST00000593917 	ENST00000373570 ENST00000493018 	193 195 	364 566 	193 195 	364 566 	53 53 	53 53 
ENST00000414130 	ENST00000430198 ENST00000415560 ENST00000374117 	152 	230 230 230 	152 	230 230 230 	53 	53 53 53 
ENST00000218008 ENST00000361319 ENST00000474871 ENST00000556227 ENST00000482544 ENST00000484380 	ENST00000592582 	2986 2974 1295 994 549 863 	1866 	2996 2984 1305 1004 559 873 	1880 	43 43 43 43 43 43 	38 
ENST00000486040 ENST00000395684 ENST00000490537 ENST00000470153 ENST00000553632 	ENST00000319406 ENST00000370978 ENST00000262178 ENST00000512907 ENST00000342374 	402 105 1182 530 151 	2142 3848 1933 699 3461 	402 105 1182 530 151 	2142 3848 1933 699 3461 	46 46 46 46 46 	52 52 52 52 52 
ENST00000548441 	ENST00000468735 ENST00000498730 ENST00000371754 ENST00000482481 ENST00000601087 ENST00000399908 	135 	4049 1593 4472 8245 434 3562 	145 	4049 1593 4472 8245 434 3562 	33 	37 37 37 37 37 37 
ENST00000487099 ENST00000318636 ENST00000302219 ENST00000328546 	ENST00000598766 ENST00000601644 ENST00000479069 ENST00000372977 ENST00000525752 	4495 4405 1840 1968 	1829 170 355 4991 100 	4495 4405 1840 1968 	1829 170 355 4991 100 	52 52 52 52 	53 53 53 53 53 
ENST00000309955 ENST00000544076 	ENST00000599809 ENST00000601706 ENST00000553258 ENST00000569239 ENST00000442514 ENST00000551364 ENST00000398726 ENST00000548061 ENST00000412930 ENST00000439516 	3741 1442 	88 94 181 1456 181 88 127 181 88 88 	3741 1442 	88 94 181 1456 181 88 127 181 88 88 	32 32 	52 52 52 52 52 52 52 52 52 52 
ENST00000288398 ENST00000358278 ENST00000403994 ENST00000558314 ENST00000357980 ENST00000558347 ENST00000559556 ENST00000560970 	ENST00000596184 	407 354 289 609 414 284 281 151 	980 	407 354 289 609 414 284 281 151 	980 	53 53 53 53 53 53 53 53 	52 
ENST00000558910 ENST00000467228 ENST00000598601 ENST00000473371 ENST00000549235 ENST00000556292 ENST00000366221 ENST00000396594 ENST00000539815 ENST00000522936 ENST00000517381 ENST00000264968 ENST00000393487 ENST00000547440 ENST00000248248 ENST00000552279 ENST00000470730 ENST00000338352 ENST00000591516 ENST00000527818 ENST00000493559 	ENST00000422247 ENST00000367561 	651 2350 2074 1327 222 265 753 2781 2617 32 32 3240 3190 1613 3749 615 1985 1266 428 1613 964 	1940 1869 	651 2350 2074 1327 222 265 753 2781 2617 32 32 3240 3190 1613 3749 615 1985 1266 428 1613 964 	1940 1869 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 53 
ENST00000565321 ENST00000569563 ENST00000377957 ENST00000574474 ENST00000465605 ENST00000472200 ENST00000471668 ENST00000311417 ENST00000432729 ENST00000301215 ENST00000473371 ENST00000493181 ENST00000333703 ENST00000483477 ENST00000300619 ENST00000293272 ENST00000366113 ENST00000265641 ENST00000584581 ENST00000497613 ENST00000409379 ENST00000556123 ENST00000409734 ENST00000504669 ENST00000501515 ENST00000492342 ENST00000400331 ENST00000560440 ENST00000491968 ENST00000461317 ENST00000391743 ENST00000572652 ENST00000527063 ENST00000491193 ENST00000603197 ENST00000605140 ENST00000574314 ENST00000576928 ENST00000426371 	ENST00000295065 ENST00000489047 ENST00000301335 ENST00000367561 ENST00000425214 	6471 4399 3667 3746 202 2734 1883 2787 2841 3477 1504 6395 4404 3186 3841 813 692 4590 2462 6471 4399 3896 1062 2971 449 202 5020 2647 202 202 2505 1416 1918 1306 813 692 2505 2588 1008 	3670 3317 6842 1965 520 	6471 4399 3667 3746 202 2734 1883 2787 2841 3477 1504 6395 4404 3186 3841 813 692 4590 2462 6471 4399 3896 1062 2971 449 202 5020 2647 202 202 2505 1416 1918 1306 813 692 2505 2588 1008 	3670 3317 6842 1965 520 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	52 52 52 52 52 
ENST00000343110 ENST00000382119 ENST00000306984 ENST00000257181 ENST00000497387 ENST00000471603 ENST00000478393 ENST00000491289 ENST00000377837 ENST00000282841 ENST00000358966 ENST00000369936 ENST00000336418 ENST00000446628 	ENST00000494097 ENST00000581784 ENST00000486212 ENST00000299381 ENST00000418233 ENST00000447944 ENST00000415374 	2637 82 6973 3517 14 2215 2526 4106 928 1645 1497 2790 3711 1841 	596 2849 2049 2635 152 3951 3152 	2637 82 6973 3517 14 2215 2526 4106 928 1645 1497 2790 3711 1841 	611 2864 2064 2650 167 3966 3167 	50 50 50 50 50 50 50 50 50 50 50 50 50 50 	38 38 38 38 38 38 38 
ENST00000497070 	ENST00000488801 ENST00000600045 ENST00000366326 	1871 	400 189 135 	1871 	400 189 135 	32 	53 53 53 
ENST00000394511 ENST00000483793 ENST00000476192 ENST00000497426 ENST00000474698 	ENST00000558583 ENST00000489060 	329 3949 4810 4810 4809 	5995 1886 	329 3949 4810 4810 4809 	5995 1886 	53 53 53 53 53 	45 45 
ENST00000530348 ENST00000532942 ENST00000054950 ENST00000532721 ENST00000533898 	ENST00000545120 	325 474 765 409 828 	63 	325 474 765 409 828 	63 	53 53 53 53 53 	52 
ENST00000476442 ENST00000443612 ENST00000582904 	ENST00000497012 ENST00000600701 	140 120 120 	200 200 	140 120 120 	200 200 	53 53 53 	52 52 
ENST00000598601 	ENST00000563963 	2045 	2328 	2057 	2328 	41 	53 
ENST00000550977 ENST00000295025 	ENST00000429412 ENST00000546113 ENST00000508075 ENST00000469632 ENST00000566753 ENST00000604604 ENST00000261200 	1652 8392 	2506 2506 701 808 1780 851 7030 	1652 8392 	2506 2506 701 808 1780 851 7030 	53 53 	53 53 53 53 53 53 53 
ENST00000309733 	ENST00000538183 ENST00000489060 ENST00000506754 ENST00000604015 	7579 	8241 2715 999 469 	7580 	8241 2715 999 469 	51 	38 38 38 38 
ENST00000546485 ENST00000546176 ENST00000544920 ENST00000575972 	ENST00000597044 	280 251 250 250 	326 	280 251 250 250 	326 	53 53 53 53 	53 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000453518 ENST00000429656 ENST00000603274 ENST00000417944 ENST00000451967 ENST00000450479 ENST00000580020 	55 55 55 55 55 55 55 	125 125 125 125 125 125 125 	56 56 56 56 56 56 56 	129 129 129 129 129 129 129 	37 37 37 37 37 37 37 	46 46 46 46 46 46 46 
ENST00000495333 	ENST00000514975 ENST00000513637 	804 	1162 1164 	804 	1162 1164 	53 	52 52 
ENST00000449131 	ENST00000274140 ENST00000417397 	3408 	4862 1083 	3414 	4874 1095 	47 	35 35 
ENST00000531383 ENST00000534026 ENST00000564733 	ENST00000495257 ENST00000475187 ENST00000431693 ENST00000334464 ENST00000378268 ENST00000397893 ENST00000593019 ENST00000562435 ENST00000569997 ENST00000549737 	1181 1015 2263 	514 1674 1097 5760 432 434 598 6058 1473 186 	1181 1015 2263 	514 1674 1097 5760 432 434 598 6058 1473 186 	51 51 51 	52 52 52 52 52 52 52 52 52 52 
ENST00000572008 ENST00000563390 ENST00000574723 ENST00000562935 ENST00000569365 ENST00000576008 ENST00000573554 	ENST00000457423 	10 59 38 10 10 38 16 	333 	22 71 50 22 22 50 28 	333 	41 41 41 41 41 41 41 	53 
ENST00000508075 ENST00000557845 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000295025 	ENST00000409562 ENST00000550977 ENST00000604604 	274 205 1074 992 1353 8054 	2189 1432 542 	280 211 1080 998 1359 8060 	2189 1432 542 	47 47 47 47 47 47 	32 32 32 
ENST00000589420 ENST00000569183 ENST00000549216 ENST00000313956 	ENST00000588110 	715 197 1882 1889 	195 	723 205 1890 1897 	216 	31 31 31 31 	32 
ENST00000371316 	ENST00000528206 	4030 	1249 	4039 	1255 	39 	38 
ENST00000522754 	ENST00000260649 ENST00000409380 ENST00000409740 	1034 	1746 1854 871 	1036 	1746 1854 871 	35 	52 52 52 
ENST00000313056 	ENST00000496319 ENST00000436115 ENST00000360835 ENST00000586240 ENST00000586054 ENST00000467567 ENST00000596242 	3622 	694 1442 5999 1521 1734 1903 699 	3639 	694 1442 5999 1521 1734 1903 699 	35 	53 53 53 53 53 53 53 
ENST00000379565 ENST00000375403 ENST00000332592 ENST00000478244 	ENST00000319863 ENST00000354286 	3953 1848 1310 1957 	3655 3271 	3953 1848 1310 1957 	3673 3289 	53 53 53 53 	35 35 
ENST00000529806 ENST00000526908 ENST00000527826 	ENST00000480705 ENST00000602152 	300 26 293 	126 100 	300 26 293 	126 100 	53 53 53 	53 53 
ENST00000461232 	ENST00000377424 	599 	2412 	602 	2417 	33 	43 
ENST00000590180 	ENST00000368528 ENST00000545084 	459 	247 159 	459 	247 159 	52 	51 51 
ENST00000489060 ENST00000310613 	ENST00000506951 ENST00000533285 	3405 4609 	708 720 	3405 4609 	717 729 	53 53 	44 44 
ENST00000370456 ENST00000535065 	ENST00000466256 	2254 1911 	1527 	2268 1925 	1548 	32 32 	31 
ENST00000474698 	ENST00000429412 ENST00000546113 ENST00000538183 	5454 	1873 1873 8115 	5454 	1873 1873 8115 	43 	35 35 35 
ENST00000494643 ENST00000455730 	ENST00000584218 	109 409 	1374 	109 409 	1374 	51 51 	53 
ENST00000319406 ENST00000555870 ENST00000481617 	ENST00000409562 ENST00000493254 ENST00000502413 ENST00000550977 	1391 6118 3683 	2300 1623 850 1543 	1391 6118 3683 	2318 1641 868 1561 	53 53 53 	33 33 33 33 
ENST00000483793 ENST00000355520 ENST00000558583 	ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 	3913 7561 5869 	910 828 1189 3380 	3913 7561 5869 	920 838 1199 3390 	39 39 39 	39 39 39 39 
ENST00000584423 ENST00000479218 	ENST00000489906 	283 268 	41 	285 270 	44 	31 31 	38 
ENST00000379558 ENST00000295269 ENST00000309733 ENST00000582452 ENST00000456523 ENST00000355520 ENST00000473559 ENST00000462714 ENST00000223073 ENST00000282074 ENST00000261200 ENST00000564458 ENST00000564795 	ENST00000538183 ENST00000476149 ENST00000312675 ENST00000543006 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	6558 4031 6363 344 5127 7211 1874 1503 15405 1250 6806 1055 1055 	7033 2215 13215 13158 4522 1505 4522 2713 4521 	6558 4031 6363 344 5127 7211 1874 1503 15405 1250 6806 1055 1055 	7045 2227 13227 13170 4534 1517 4534 2725 4533 	34 34 34 34 34 34 34 34 34 34 34 34 34 	31 31 31 31 31 31 31 31 31 
ENST00000309733 ENST00000604015 	ENST00000429412 ENST00000546113 ENST00000489060 ENST00000310613 ENST00000392857 	7654 452 	2043 2043 2759 3965 4683 	7654 452 	2058 2058 2774 3980 4698 	52 52 	38 38 38 38 38 
ENST00000581296 	ENST00000339474 ENST00000400877 ENST00000334962 ENST00000584306 ENST00000319651 	3223 	888 1622 1005 4022 3894 	3225 	888 1622 1005 4022 3894 	50 	53 53 53 53 53 
ENST00000574935 ENST00000478472 	ENST00000459805 ENST00000486869 ENST00000368374 ENST00000486197 ENST00000473223 ENST00000566701 ENST00000313929 	737 737 	2191 1157 1146 1097 1985 1362 1229 	737 737 	2191 1157 1146 1097 1985 1362 1229 	53 53 	52 52 52 52 52 52 52 
ENST00000271375 	ENST00000395389 ENST00000360121 ENST00000395094 ENST00000252799 ENST00000392378 ENST00000358186 ENST00000392379 	7334 	1644 1600 1887 2319 2174 2049 2265 	7336 	1644 1600 1887 2319 2174 2049 2265 	31 	33 33 33 33 33 33 33 
ENST00000318636 ENST00000393359 ENST00000254605 ENST00000377705 	ENST00000498401 	2447 5040 3860 5228 	750 	2460 5053 3873 5241 	750 	38 38 38 38 	47 
ENST00000474698 	ENST00000493254 ENST00000529271 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000550977 ENST00000552937 ENST00000549640 ENST00000549785 ENST00000551028 ENST00000550234 ENST00000547979 	5661 	1075 365 756 674 1035 996 37 37 37 37 37 37 	5661 	1089 379 770 688 1049 1010 51 51 51 51 51 51 	44 	39 39 39 39 39 39 39 39 39 39 39 39 
ENST00000433720 	ENST00000585807 ENST00000394253 ENST00000598601 ENST00000569584 ENST00000573708 ENST00000263275 ENST00000307602 ENST00000474114 ENST00000504447 ENST00000582669 ENST00000426445 ENST00000341822 ENST00000609129 	422 	2369 5465 2154 1738 606 1229 4773 2221 1563 384 1936 1929 9721 	434 	2369 5465 2154 1738 606 1229 4773 2221 1563 384 1936 1929 9721 	41 	32 32 32 32 32 32 32 32 32 32 32 32 32 
ENST00000461206 	ENST00000341446 ENST00000524543 ENST00000528080 ENST00000397461 ENST00000422163 ENST00000446079 ENST00000602198 ENST00000526829 ENST00000328914 ENST00000428549 ENST00000585850 ENST00000221996 ENST00000343450 ENST00000565987 ENST00000562263 ENST00000471841 ENST00000581419 ENST00000467205 ENST00000254942 ENST00000566051 ENST00000603068 ENST00000498702 ENST00000377996 ENST00000574039 ENST00000570810 ENST00000327794 ENST00000483959 ENST00000558118 ENST00000340417 ENST00000510877 ENST00000442461 ENST00000446851 ENST00000395283 ENST00000395282 ENST00000581287 ENST00000583206 ENST00000392690 ENST00000475467 ENST00000496942 ENST00000482969 ENST00000497738 ENST00000374045 ENST00000510199 ENST00000243673 ENST00000462646 ENST00000596926 ENST00000605421 ENST00000560810 ENST00000550749 	14 	3289 1736 1873 82 507 62 68 544 8055 1341 1221 1727 2072 49 26 4893 63 72 1911 492 1893 558 873 507 62 7586 4 321 3750 3075 2989 2818 3105 3248 339 242 3140 424 2059 1404 1389 4577 58 2389 117 376 185 926 150 	14 	3289 1736 1873 82 507 62 68 544 8055 1341 1221 1727 2072 49 26 4893 63 72 1911 492 1893 558 873 507 62 7586 4 321 3750 3075 2989 2818 3105 3248 339 242 3140 424 2059 1404 1389 4577 58 2389 117 376 185 926 150 	53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000329627 	ENST00000583301 	7808 	436 	7812 	436 	34 	51 
ENST00000484624 ENST00000526399 	ENST00000600719 	318 318 	15 	335 335 	28 	32 32 	40 
ENST00000603128 ENST00000419350 ENST00000448023 ENST00000359128 ENST00000301749 ENST00000591639 ENST00000443905 ENST00000591619 	ENST00000485271 	4331 4537 4244 4313 4325 2299 2299 282 	182 	4352 4558 4265 4334 4346 2320 2320 303 	185 	32 32 32 32 32 32 32 32 	39 
ENST00000448814 	ENST00000425566 	964 	963 	964 	971 	52 	36 
ENST00000228936 	ENST00000566882 ENST00000568936 	3102 	2661 2024 	3102 	2674 2037 	33 	33 33 
ENST00000329627 	ENST00000297540 	1637 	3636 	1637 	3658 	53 	31 
ENST00000529146 ENST00000340537 ENST00000431227 ENST00000534187 ENST00000448228 ENST00000533852 ENST00000530385 ENST00000321602 ENST00000393715 ENST00000346333 ENST00000510443 ENST00000359244 	ENST00000497543 ENST00000484945 ENST00000459803 ENST00000478666 	1064 953 1214 1074 1257 1309 1002 1002 1002 754 834 852 	1132 1226 1419 915 	1168 1057 1318 1178 1361 1413 1106 1106 1106 858 938 956 	1132 1226 1419 915 	53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 53 
ENST00000309733 ENST00000489060 	ENST00000538183 	7523 2567 	8201 	7523 2567 	8204 	50 50 	32 
ENST00000559920 ENST00000515408 ENST00000389063 ENST00000600775 	ENST00000534382 ENST00000606117 ENST00000329627 ENST00000556539 ENST00000537364 ENST00000374296 ENST00000559175 ENST00000216099 ENST00000416079 ENST00000416614 ENST00000493177 ENST00000406451 ENST00000335244 ENST00000518617 ENST00000518280 ENST00000450886 ENST00000340738 ENST00000557061 ENST00000555700 ENST00000559759 ENST00000427855 ENST00000381166 ENST00000464240 ENST00000373036 ENST00000563871 ENST00000361127 ENST00000600045 ENST00000366326 	1532 4842 4913 278 	338 1859 17405 2716 425 2630 293 151 212 3088 454 6883 1796 1746 1649 838 4639 2534 3490 1819 4720 4316 1008 4396 3125 7018 161 107 	1532 4842 4913 278 	353 1874 17420 2731 440 2645 308 166 227 3103 469 6898 1811 1761 1664 853 4654 2549 3505 1834 4735 4331 1023 4411 3140 7033 176 122 	53 53 53 53 	38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 38 
ENST00000507958 ENST00000306750 ENST00000491741 	ENST00000392690 	544 494 732 	3103 	544 494 732 	3103 	53 53 53 	53 
ENST00000563411 ENST00000599719 ENST00000601309 ENST00000600468 ENST00000401766 ENST00000557893 ENST00000404938 ENST00000486304 ENST00000478730 ENST00000403646 ENST00000473939 ENST00000356387 ENST00000595369 	ENST00000400104 ENST00000254630 ENST00000445217 	450 150 141 2200 5355 1301 5216 450 2401 2291 2240 2427 2597 	1860 4006 4990 	450 150 141 2200 5355 1301 5216 450 2401 2291 2240 2427 2597 	1878 4024 5008 	52 52 52 52 52 52 52 52 52 52 52 52 52 	35 35 35 
ENST00000250092 ENST00000380498 	ENST00000582151 	1827 1722 	413 	1827 1722 	413 	49 49 	52 
ENST00000392876 	ENST00000274140 ENST00000502921 ENST00000462284 ENST00000258149 ENST00000356290 ENST00000540827 ENST00000428863 ENST00000264914 	3064 	5081 2 2636 2456 2111 2036 1958 4849 	3064 	5081 2 2636 2456 2111 2036 1958 4849 	34 	34 34 34 34 34 34 34 34 
ENST00000558924 	ENST00000411432 	1247 	4085 	1247 	4094 	53 	31 
ENST00000274140 ENST00000381998 ENST00000368323 ENST00000417397 	ENST00000540918 ENST00000321442 	4845 2336 2700 1066 	2780 2408 	4861 2352 2716 1082 	2780 2408 	37 37 37 37 	52 52 
ENST00000518281 	ENST00000485586 ENST00000495520 ENST00000511093 ENST00000334464 ENST00000378268 ENST00000545467 ENST00000537296 ENST00000307602 ENST00000593019 ENST00000562435 ENST00000381486 ENST00000396123 ENST00000234142 ENST00000594962 ENST00000594780 	161 	1050 694 104 5772 444 227 170 5713 610 6070 7367 4179 7329 53 726 	161 	1050 694 104 5772 444 227 170 5713 610 6070 7367 4179 7329 53 726 	44 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000362066 ENST00000335390 ENST00000479763 ENST00000494919 ENST00000512375 ENST00000447706 	ENST00000484961 ENST00000477992 ENST00000494686 	1292 1260 2005 2337 2196 2084 	493 1231 951 	1300 1268 2013 2345 2204 2092 	513 1251 971 	45 45 45 45 45 45 	32 32 32 
