ENST00000256861 ENST00000568223 ENST00000422968 ENST00000394670 	ENST00000321844 	5890 3235 1453 3961 	4638 	5901 3246 1464 3972 	4638 	32 32 32 32 	53 
ENST00000561643 	ENST00000295958 	1296 	4829 	1313 	4829 	32 	53 
ENST00000429412 ENST00000546113 ENST00000310613 ENST00000392857 	ENST00000538183 ENST00000489060 	2143 2143 4061 4783 	8579 3053 	2143 2143 4061 4783 	8579 3053 	51 51 51 51 	53 53 
ENST00000441564 ENST00000502891 ENST00000564663 ENST00000563294 ENST00000422163 ENST00000512701 ENST00000399017 ENST00000328914 ENST00000379562 ENST00000564521 ENST00000471841 ENST00000254942 ENST00000566051 ENST00000603068 ENST00000429989 ENST00000589420 ENST00000378268 ENST00000574039 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000366522 ENST00000392690 ENST00000526038 ENST00000342063 ENST00000554241 ENST00000527278 ENST00000373014 ENST00000530275 ENST00000591321 ENST00000483979 ENST00000571626 ENST00000366232 ENST00000443948 ENST00000551929 ENST00000551385 	ENST00000444614 ENST00000536991 ENST00000461350 	9392 373 319 212 420 5373 367 7968 5355 918 4806 1824 405 1806 6564 656 356 420 935 1769 3506 1068 1803 3025 5028 3052 1226 2304 634 565 1695 4955 26 870 870 76 705 74 74 	1646 324 1238 	9392 373 319 212 420 5373 367 7968 5355 918 4806 1824 405 1806 6564 656 356 420 935 1769 3506 1068 1803 3025 5028 3052 1226 2304 634 565 1695 4955 26 870 870 76 705 74 74 	1646 324 1238 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 53 
ENST00000561643 	ENST00000401053 	1296 	3268 	1313 	3284 	32 	37 
ENST00000401766 	ENST00000529178 	4728 	606 	4748 	626 	33 	31 
ENST00000418553 ENST00000434745 ENST00000455800 	ENST00000502609 ENST00000422015 ENST00000420675 ENST00000443330 ENST00000416803 	2138 2134 2122 	2198 2217 2120 2187 2202 	2141 2137 2125 	2198 2217 2120 2187 2202 	50 50 50 	52 52 52 52 52 
ENST00000335056 ENST00000482404 ENST00000574002 	ENST00000310613 	1797 2807 -7 	2623 	1815 2825 11 	2629 	35 35 35 	46 
ENST00000362079 	ENST00000361227 	711 	-13 	711 	0 	53 	39 
ENST00000452572 ENST00000412073 	ENST00000419943 	306 424 	156 	306 424 	156 	52 52 	53 
ENST00000366438 ENST00000533773 ENST00000445419 ENST00000557366 ENST00000476500 ENST00000361138 ENST00000411939 ENST00000375234 ENST00000446045 ENST00000527404 ENST00000450213 ENST00000415808 ENST00000418902 ENST00000573162 ENST00000571982 	ENST00000305626 ENST00000477789 	670 212 147 3081 3784 5259 1242 1591 1451 593 745 745 749 744 744 	1938 533 	682 224 159 3093 3796 5271 1254 1603 1463 605 757 757 761 756 756 	1938 533 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 	53 53 
ENST00000285116 ENST00000477789 ENST00000571751 ENST00000403197 ENST00000569626 ENST00000488761 	ENST00000216378 ENST00000531052 	1686 676 1686 788 1898 238 	576 136 	1687 677 1687 789 1899 239 	576 136 	52 52 52 52 52 52 	32 32 
ENST00000558540 ENST00000527509 ENST00000529068 ENST00000531308 	ENST00000366118 	141 91 101 137 	394 	141 91 101 137 	405 	35 35 35 35 	33 
ENST00000606080 	ENST00000381908 ENST00000336164 ENST00000350274 	3062 	3046 3043 2950 	3075 	3046 3043 2950 	40 	53 53 53 
ENST00000348993 	ENST00000406452 	3001 	1678 	3001 	1681 	52 	34 
ENST00000492999 	ENST00000450504 ENST00000426791 	278 	419 419 	278 	419 419 	53 	52 52 
ENST00000379562 ENST00000444614 ENST00000526038 ENST00000373014 ENST00000411857 	ENST00000541730 ENST00000526439 ENST00000374395 ENST00000484427 ENST00000471144 ENST00000378621 ENST00000372136 ENST00000356311 ENST00000361740 ENST00000396303 ENST00000578895 ENST00000521561 ENST00000600106 	5277 1513 1148 1617 4630 	1885 232 4261 3504 2001 8032 1367 1074 2318 2302 778 21 8032 	5277 1513 1148 1617 4630 	1885 232 4261 3504 2001 8032 1367 1074 2318 2302 778 21 8032 	42 42 42 42 42 	53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000549369 ENST00000550977 	ENST00000481617 	268 1257 	3516 	288 1277 	3516 	32 32 	53 
ENST00000481550 	ENST00000492472 ENST00000338733 ENST00000446782 ENST00000424280 ENST00000431002 ENST00000370708 ENST00000357613 ENST00000568559 ENST00000536413 ENST00000287908 ENST00000394622 ENST00000366334 ENST00000588578 ENST00000445217 ENST00000519466 ENST00000275053 ENST00000366089 ENST00000413817 ENST00000381614 ENST00000366232 ENST00000596009 ENST00000552858 	659 	806 2009 1756 2360 915 7678 3617 3197 455 3870 3646 512 2249 1366 278 6781 99 3085 2037 56 375 56 	673 	806 2009 1756 2360 915 7678 3617 3197 455 3870 3646 512 2249 1366 278 6781 99 3085 2037 56 375 56 	39 	34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 
ENST00000307522 	ENST00000280193 	2651 	200 	2671 	200 	33 	53 
ENST00000565795 	ENST00000361085 ENST00000351773 ENST00000452075 	1086 	3398 3883 4104 	1099 	3420 3905 4126 	38 	31 31 31 
ENST00000421424 ENST00000434133 ENST00000444023 ENST00000563395 ENST00000564564 	ENST00000568293 ENST00000330439 	43 43 122 122 691 	111 508 	43 43 122 122 691 	111 508 	53 53 53 53 53 	51 51 
ENST00000521672 ENST00000518587 ENST00000449818 	ENST00000502784 	459 453 389 	426 	459 453 389 	426 	53 53 53 	51 
ENST00000554912 ENST00000555475 	ENST00000469462 	2518 361 	1655 	2527 370 	1660 	34 34 	48 
ENST00000309733 ENST00000408926 	ENST00000538183 ENST00000476149 ENST00000312675 ENST00000543006 ENST00000483793 ENST00000476192 ENST00000354232 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 	6409 3113 	7041 2223 13223 13166 3669 4530 1480 1513 4530 2721 4529 	6409 3113 	7043 2225 13225 13168 3671 4532 1482 1515 4532 2723 4531 	44 44 	37 37 37 37 37 37 37 37 37 37 37 
ENST00000484811 	ENST00000464336 ENST00000369187 ENST00000442702 ENST00000417839 ENST00000430580 ENST00000392963 ENST00000432949 ENST00000287968 ENST00000604938 ENST00000603515 ENST00000604517 ENST00000604906 ENST00000605317 ENST00000479926 ENST00000604894 ENST00000339388 ENST00000369323 ENST00000401009 ENST00000442909 ENST00000446760 ENST00000309471 ENST00000439206 ENST00000480568 ENST00000474625 ENST00000369226 ENST00000369228 ENST00000481201 ENST00000475597 ENST00000310701 ENST00000444640 ENST00000431121 ENST00000436356 ENST00000448574 ENST00000458135 ENST00000392972 ENST00000426874 ENST00000369219 ENST00000577412 ENST00000581897 ENST00000584793 ENST00000606775 ENST00000579935 ENST00000580077 ENST00000581201 ENST00000369227 ENST00000583271 ENST00000609741 ENST00000491285 	26 	2098 993 1571 694 3018 1672 504 225 2616 2050 677 677 2336 1755 1143 2616 1755 207 2966 2616 1755 219 2050 2616 1755 1478 3 508 314 329 329 329 329 329 329 329 314 1571 993 2098 176 1393 2336 1393 549 1489 314 1637 	38 	2098 993 1571 694 3018 1672 504 225 2616 2050 677 677 2336 1755 1143 2616 1755 207 2966 2616 1755 219 2050 2616 1755 1478 3 508 314 329 329 329 329 329 329 329 314 1571 993 2098 176 1393 2336 1393 549 1489 314 1637 	40 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000358444 	ENST00000566753 ENST00000481617 	1203 	780 2971 	1203 	795 2986 	37 	34 34 
ENST00000501580 ENST00000503537 ENST00000599509 	ENST00000434005 ENST00000318052 ENST00000513637 ENST00000443590 ENST00000509116 	80 26 23 	96 96 96 96 96 	80 26 23 	96 96 96 96 96 	53 53 53 	53 53 53 53 53 
ENST00000361335 	ENST00000361381 	242 	92 	242 	92 	53 	53 
ENST00000594734 ENST00000598562 ENST00000411432 ENST00000557832 ENST00000597084 ENST00000550092 ENST00000549907 ENST00000546454 ENST00000546486 	ENST00000439516 	29 29 2102 119 29 23 23 23 23 	89 	37 37 2110 127 37 31 31 31 31 	89 	44 44 44 44 44 44 44 44 44 	53 
ENST00000493317 ENST00000471393 ENST00000403842 ENST00000477341 ENST00000453468 	ENST00000494303 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000485945 ENST00000482905 ENST00000488289 ENST00000480465 ENST00000395291 ENST00000568122 	334 258 262 256 262 	336 339 339 362 339 339 339 339 348 339 	334 258 262 256 262 	336 339 339 362 339 339 339 339 348 339 	53 53 53 53 53 	52 52 52 52 52 52 52 52 52 52 
ENST00000546614 ENST00000549545 	ENST00000595529 ENST00000574867 	501 73 	650 2000 	520 92 	668 2018 	34 34 	35 35 
ENST00000312675 ENST00000543006 ENST00000463137 	ENST00000538183 ENST00000309733 ENST00000489060 	13347 13290 4554 	7254 6682 1726 	13357 13300 4564 	7254 6682 1726 	42 42 42 	52 52 52 
ENST00000485271 ENST00000274498 ENST00000378004 ENST00000486650 ENST00000266673 ENST00000468864 ENST00000546994 ENST00000488498 ENST00000381007 ENST00000597360 	ENST00000556227 	165 5781 5593 3671 3141 1307 185 276 2985 1569 	1206 	165 5781 5593 3671 3141 1307 185 276 2985 1569 	1206 	32 32 32 32 32 32 32 32 32 32 	41 
ENST00000392385 	ENST00000508075 ENST00000469632 ENST00000481617 	408 	502 609 3772 	408 	504 611 3774 	49 	37 37 37 
ENST00000327767 ENST00000510796 	ENST00000510199 	1820 324 	176 	1820 324 	189 	53 53 	40 
ENST00000263805 ENST00000565380 ENST00000565500 ENST00000565611 	ENST00000327381 	7359 4874 3932 4897 	10547 	7359 4874 3932 4897 	10547 	32 32 32 32 	33 
ENST00000394511 ENST00000483793 ENST00000355520 ENST00000558583 	ENST00000354232 	6 3609 7257 5565 	1532 	6 3609 7257 5565 	1532 	53 53 53 53 	46 
ENST00000442281 	ENST00000453518 	240 	440 	240 	443 	47 	50 
ENST00000609129 	ENST00000317968 ENST00000514743 ENST00000380176 ENST00000437932 	11893 	2439 2434 2196 2127 	11906 	2447 2442 2204 2135 	31 	45 45 45 45 
ENST00000398357 ENST00000545120 	ENST00000054950 ENST00000533898 ENST00000531345 	504 85 	1809 1872 2114 	504 85 	1821 1884 2126 	50 50 	40 40 40 
ENST00000518587 ENST00000449818 	ENST00000513394 ENST00000502784 ENST00000426339 ENST00000458237 	455 391 	437 386 433 422 	455 391 	437 386 433 422 	53 53 	53 53 53 53 
ENST00000572638 ENST00000579094 	ENST00000570478 	848 364 	492 	848 364 	492 	36 36 	52 
ENST00000580101 ENST00000445123 ENST00000525437 	ENST00000532442 ENST00000427611 ENST00000567973 ENST00000539061 ENST00000436679 ENST00000504880 ENST00000295240 ENST00000392663 ENST00000472667 	308 676 1864 	609 609 198 1559 615 852 2174 1806 1569 	308 676 1864 	609 609 198 1559 615 852 2174 1806 1569 	52 52 52 	52 52 52 52 52 52 52 52 52 
ENST00000468645 ENST00000496755 ENST00000375552 ENST00000473761 ENST00000338347 ENST00000440491 ENST00000369339 ENST00000369338 ENST00000581201 ENST00000584027 	ENST00000442909 ENST00000579935 ENST00000491285 	1798 1642 1722 1265 1501 1722 1940 1871 2576 3082 	4296 2618 2871 	1798 1642 1722 1265 1501 1722 1940 1871 2576 3082 	6492 2618 2871 	52 52 52 52 52 52 52 52 52 52 	53 53 53 
ENST00000583052 	ENST00000539061 	77 	2612 	77 	2612 	52 	52 
ENST00000461206 	ENST00000561183 	12 	21 	14 	21 	34 	52 
ENST00000489060 	ENST00000310613 ENST00000474698 ENST00000550534 ENST00000550321 	1937 	3262 5071 772 760 	1937 	3262 5071 772 760 	40 	43 43 43 43 
ENST00000485672 ENST00000318110 ENST00000592502 ENST00000425340 ENST00000371435 ENST00000395961 ENST00000570846 ENST00000568107 ENST00000565499 ENST00000336926 ENST00000434438 ENST00000575057 ENST00000576304 ENST00000608752 	ENST00000561371 ENST00000467972 	762 1576 1518 1363 2015 2298 497 11956 677 6642 6483 6642 6483 762 	354 1656 	766 1580 1522 1367 2019 2302 501 11960 681 6646 6487 6646 6487 766 	358 1660 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 	31 31 
ENST00000519807 	ENST00000414696 ENST00000474507 ENST00000467004 	649 	1430 5 5 	651 	1430 5 5 	35 	33 33 33 
ENST00000404460 	ENST00000476192 ENST00000355520 ENST00000558583 ENST00000489060 ENST00000518152 ENST00000497426 ENST00000474698 	1114 	4600 7387 5695 1583 336 4600 4599 	1120 	4600 7387 5695 1583 336 4600 4599 	47 	51 51 51 51 51 51 51 
ENST00000572638 	ENST00000579094 	685 	336 	692 	348 	44 	35 
ENST00000379485 ENST00000424463 	ENST00000564846 ENST00000600468 	2792 2250 	1548 2217 	2792 2250 	1548 2217 	52 52 	53 53 
ENST00000502891 ENST00000372037 ENST00000512701 ENST00000399017 ENST00000461102 ENST00000379562 ENST00000564521 ENST00000483051 ENST00000496526 ENST00000383827 ENST00000471841 ENST00000254942 ENST00000566051 ENST00000603068 ENST00000429989 ENST00000589420 ENST00000378268 ENST00000431002 ENST00000380698 ENST00000473000 ENST00000596217 ENST00000593682 ENST00000311437 ENST00000366522 ENST00000392690 ENST00000342063 ENST00000554241 ENST00000527278 ENST00000530275 ENST00000591321 ENST00000366232 ENST00000443948 ENST00000411857 ENST00000551929 ENST00000551385 	ENST00000444614 ENST00000536991 ENST00000452375 ENST00000449784 ENST00000450501 ENST00000357490 ENST00000432387 ENST00000461350 	375 4244 5375 369 526 5357 920 922 996 97 4808 1826 407 1808 6566 658 358 937 1771 3508 1070 1805 3027 5030 3054 2306 636 567 4957 28 78 707 4710 76 76 	1708 386 384 387 285 313 288 1300 	375 4244 5375 369 526 5357 920 922 996 97 4808 1826 407 1808 6566 658 358 937 1771 3508 1070 1805 3027 5030 3054 2306 636 567 4957 28 78 707 4710 76 76 	1708 386 384 387 285 313 288 1300 	52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 52 	53 53 53 53 53 53 53 53 
ENST00000335251 	ENST00000476570 	5815 	2916 	5822 	2920 	46 	32 
ENST00000610020 	ENST00000369500 	6240 	3039 	6240 	3039 	47 	53 
ENST00000456523 ENST00000483793 ENST00000408926 	ENST00000476192 ENST00000355520 ENST00000261200 ENST00000497426 ENST00000474698 	5076 3512 3016 	4580 7367 6962 4580 4579 	5076 3512 3016 	4597 7384 6979 4597 4596 	53 53 53 	36 36 36 36 36 
ENST00000561857 ENST00000360121 	ENST00000592189 	600 5405 	426 	621 5426 	440 	32 32 	39 
ENST00000310613 	ENST00000551132 ENST00000548741 	4619 	199 409 	4634 	214 424 	38 	38 38 
ENST00000532425 ENST00000571337 	ENST00000470442 ENST00000530958 ENST00000497675 ENST00000377705 ENST00000459901 ENST00000521580 ENST00000361379 	3294 3294 	383 4077 2424 5259 1813 2287 2014 	3299 3299 	383 4077 2424 5259 1813 2287 2014 	46 46 	53 53 53 53 53 53 53 
ENST00000356322 	ENST00000597278 	958 	2152 	965 	2157 	35 	36 
ENST00000411645 	ENST00000577035 ENST00000571129 ENST00000571253 ENST00000570760 	68 	60 86 581 93 	68 	60 86 581 93 	53 	52 52 52 52 
ENST00000424911 ENST00000420084 ENST00000419005 ENST00000430856 ENST00000427251 ENST00000446873 ENST00000415450 	ENST00000453518 ENST00000429656 ENST00000450479 	48 48 48 48 48 48 48 	133 133 133 	48 48 48 48 48 48 48 	133 133 133 	45 45 45 45 45 45 45 	53 53 53 
ENST00000599809 ENST00000595520 ENST00000594734 ENST00000598562 ENST00000597084 ENST00000412930 ENST00000558924 ENST00000439516 	ENST00000411432 	269 269 275 275 275 269 521 269 	3214 	270 270 276 276 276 270 522 270 	3214 	51 51 51 51 51 51 51 51 	53 
ENST00000488673 ENST00000377754 ENST00000297994 ENST00000377753 ENST00000537911 	ENST00000497424 ENST00000325203 ENST00000415216 	1131 910 1019 768 843 	4573 3269 3120 	1131 910 1019 768 843 	4573 3269 3120 	53 53 53 53 53 	45 45 45 
ENST00000432307 	ENST00000432132 	1158 	1215 	1158 	1215 	50 	53 
ENST00000514169 	ENST00000277942 	405 	6563 	405 	6569 	53 	36 
ENST00000496652 ENST00000601819 	ENST00000456154 ENST00000491242 ENST00000521728 	166 166 	250 373 199 	166 166 	250 373 199 	48 48 	41 41 41 
ENST00000361851 	ENST00000361899 	147 	143 	147 	143 	52 	53 
ENST00000368931 ENST00000295294 ENST00000579014 	ENST00000503503 	1510 1717 1528 	312 	1531 1738 1549 	312 	32 32 32 	32 
ENST00000522663 ENST00000403396 	ENST00000600313 ENST00000225724 ENST00000445123 ENST00000295240 ENST00000392663 ENST00000472667 ENST00000581050 ENST00000525437 	2340 2340 	457 1346 461 1858 1490 1253 643 1660 	2340 2340 	457 1346 461 1858 1490 1253 643 1660 	31 31 	51 51 51 51 51 51 51 51 
ENST00000283921 ENST00000396344 	ENST00000489695 	1754 1412 	-20 	1754 1412 	0 	52 52 	33 
ENST00000452722 	ENST00000339468 	5060 	4111 	5062 	4111 	36 	53 
ENST00000309733 ENST00000476192 ENST00000489060 ENST00000497426 ENST00000474698 	ENST00000310613 	7414 5475 2458 5475 5474 	3859 	7414 5475 2458 5475 5474 	3859 	35 35 35 35 35 	42 
ENST00000434005 ENST00000318052 ENST00000325349 ENST00000513637 ENST00000443590 ENST00000451469 	ENST00000559385 ENST00000436459 ENST00000501580 ENST00000415278 ENST00000495704 ENST00000503537 ENST00000599509 	883 881 875 880 841 882 	967 975 970 975 854 978 975 	883 881 875 880 841 882 	967 975 970 975 854 978 975 	52 52 52 52 52 52 	53 53 53 53 53 53 53 
ENST00000370799 	ENST00000372037 	1577 	9581 	1579 	9581 	51 	42 
ENST00000295269 ENST00000355520 ENST00000261200 	ENST00000483793 ENST00000476192 ENST00000558583 ENST00000489060 ENST00000408926 ENST00000497426 ENST00000474698 	3859 7039 6634 	3499 4360 5455 1343 3003 4360 4359 	3859 7039 6634 	3499 4360 5455 1343 3003 4360 4359 	53 53 53 	52 52 52 52 52 52 52 
ENST00000266688 	ENST00000569076 ENST00000566753 ENST00000481617 	851 	185 325 2510 	851 	196 336 2521 	45 	31 31 31 
ENST00000551866 	ENST00000466537 ENST00000550466 ENST00000480625 ENST00000479997 ENST00000494905 ENST00000553262 ENST00000550127 ENST00000486307 ENST00000495405 ENST00000558924 	92 	77 418 77 77 77 418 326 77 77 854 	132 	77 418 77 77 77 418 326 77 77 854 	50 	32 32 32 32 32 32 32 32 32 32 
ENST00000549235 ENST00000556292 ENST00000547440 	ENST00000310455 ENST00000519699 ENST00000527076 ENST00000327441 ENST00000498273 ENST00000307792 ENST00000593919 ENST00000422247 ENST00000526185 	283 326 1674 	2102 2196 887 6568 3351 6335 1825 1958 1582 	283 326 1674 	2102 2196 887 6568 3351 6335 1825 1958 1582 	52 52 52 	52 52 52 52 52 52 52 52 52 
ENST00000481132 	ENST00000369500 	2562 	3068 	2562 	3068 	47 	53 
ENST00000566753 	ENST00000481617 	765 	3004 	780 	3004 	37 	53 
ENST00000544076 ENST00000558924 	ENST00000550466 ENST00000553262 	2114 1107 	722 722 	2130 1123 	722 722 	37 37 	36 36 
ENST00000372299 	ENST00000415861 	2439 	1375 	2439 	1375 	33 	34 
ENST00000524461 	ENST00000357606 ENST00000317269 ENST00000597186 	81 	2720 2634 550 	86 	2720 2634 550 	46 	36 36 36 
ENST00000309733 	ENST00000489060 ENST00000392857 	7793 	3370 5295 	7794 	3370 5295 	51 	53 53 
ENST00000591006 	ENST00000562865 ENST00000395863 ENST00000354485 ENST00000303052 ENST00000537473 ENST00000558194 ENST00000373731 ENST00000449081 ENST00000229447 ENST00000344419 ENST00000383630 ENST00000259891 ENST00000383631 ENST00000359539 ENST00000400688 ENST00000415631 ENST00000442444 ENST00000400691 ENST00000400687 ENST00000461235 ENST00000484234 ENST00000548951 ENST00000547083 ENST00000549967 ENST00000479905 ENST00000599719 ENST00000601309 ENST00000442152 ENST00000553121 ENST00000553147 ENST00000423807 ENST00000419060 ENST00000495076 ENST00000546614 ENST00000549545 ENST00000427704 ENST00000453831 ENST00000551168 ENST00000546461 ENST00000399442 ENST00000606183 ENST00000404977 ENST00000475022 ENST00000461701 ENST00000418596 ENST00000286181 ENST00000400335 ENST00000400338 ENST00000314442 ENST00000324306 ENST00000392237 ENST00000534850 ENST00000559228 ENST00000480615 ENST00000472858 ENST00000397130 ENST00000323443 ENST00000563454 ENST00000510979 ENST00000446221 ENST00000508344 ENST00000402034 ENST00000592570 ENST00000589060 ENST00000558810 ENST00000432271 ENST00000425145 ENST00000452233 ENST00000427061 ENST00000434177 ENST00000430264 ENST00000414889 ENST00000442629 ENST00000417635 ENST00000470893 ENST00000497074 ENST00000548042 ENST00000551175 ENST00000550349 ENST00000460357 ENST00000417894 ENST00000550401 ENST00000550821 ENST00000567642 ENST00000579457 ENST00000511248 ENST00000397006 ENST00000274400 ENST00000519783 ENST00000330280 ENST00000425596 ENST00000229729 ENST00000375562 ENST00000544672 ENST00000568692 ENST00000480829 ENST00000277491 ENST00000503265 ENST00000420581 ENST00000406396 ENST00000427289 ENST00000423895 ENST00000426782 ENST00000421125 ENST00000440561 ENST00000457626 ENST00000444674 ENST00000458179 ENST00000440073 ENST00000493966 ENST00000478704 ENST00000548521 ENST00000551993 ENST00000547293 ENST00000512439 ENST00000436693 ENST00000257408 ENST00000299381 ENST00000394848 ENST00000523960 ENST00000406386 ENST00000295958 ENST00000374135 ENST00000549352 ENST00000405068 ENST00000401766 ENST00000336470 ENST00000500337 ENST00000557893 ENST00000402297 ENST00000397226 ENST00000378230 ENST00000575673 ENST00000576799 ENST00000325301 ENST00000396128 ENST00000383379 ENST00000549677 ENST00000547684 ENST00000489711 ENST00000465134 ENST00000468778 ENST00000588821 ENST00000589016 ENST00000600944 ENST00000575358 ENST00000354500 ENST00000360803 ENST00000257836 ENST00000479978 ENST00000472364 ENST00000483404 ENST00000422090 ENST00000352066 ENST00000413454 ENST00000515035 ENST00000584974 ENST00000503120 ENST00000509591 ENST00000532860 ENST00000473258 ENST00000549548 ENST00000425238 ENST00000549663 ENST00000548188 ENST00000505868 ENST00000489501 ENST00000493497 ENST00000222219 ENST00000338352 ENST00000393939 ENST00000523793 ENST00000310128 ENST00000534754 ENST00000453168 ENST00000423527 ENST00000436236 ENST00000404938 ENST00000470929 ENST00000481922 ENST00000592605 ENST00000589421 ENST00000338758 ENST00000265872 ENST00000422050 ENST00000478730 ENST00000403646 ENST00000473939 ENST00000356387 ENST00000489158 ENST00000415517 ENST00000547493 ENST00000547288 ENST00000389168 ENST00000389171 ENST00000527047 ENST00000593154 ENST00000588246 ENST00000589463 ENST00000397372 ENST00000253680 ENST00000495463 ENST00000366210 ENST00000601252 ENST00000595527 ENST00000600878 ENST00000512558 ENST00000316586 ENST00000488005 ENST00000512331 ENST00000515479 ENST00000330062 ENST00000476404 ENST00000375155 ENST00000375153 ENST00000469076 ENST00000400548 ENST00000570049 ENST00000263080 ENST00000355502 ENST00000594617 ENST00000493997 ENST00000447944 ENST00000415374 ENST00000592462 ENST00000573545 ENST00000596577 ENST00000341853 ENST00000513202 ENST00000412385 ENST00000411857 ENST00000446628 ENST00000223076 ENST00000593576 ENST00000366294 ENST00000603371 	188 	4374 2760 3248 4147 1514 4425 4784 4025 1700 1588 1830 2187 1300 1252 1271 1369 1550 1225 1414 1419 1669 1460 1731 1986 3146 152 143 2310 2229 2358 1312 2451 4893 556 128 6262 2310 2229 2358 287 6123 4668 1111 1805 4330 4550 2241 2292 3729 5518 3843 2968 7682 1467 45 1791 2056 1816 1862 1773 1773 1570 160 1303 418 1830 2187 1271 1369 1252 1300 1550 1225 1414 1419 1669 1460 1731 1986 1094 2310 2229 2358 487 2339 427 328 1808 1771 1955 1773 2310 2229 2358 408 1992 1992 288 3237 4567 1830 2187 1271 1369 1252 1300 1550 1225 1414 1419 1669 1460 1731 1986 4015 4553 3644 2557 1583 1570 9132 1658 2286 43 2731 5357 2100 2683 1303 835 1225 5016 1862 1771 3969 4112 2310 2229 2358 4610 820 798 705 678 777 1773 4223 2958 1008 1726 1027 375 2524 2633 2285 5161 4364 768 540 422 882 1473 2310 2229 2358 4946 6817 1103 1528 1306 4374 818 2012 663 1662 1438 826 5218 1177 276 252 409 3749 4150 1173 2403 2293 2242 2429 1862 2310 2229 2358 3130 2294 692 2103 1689 2216 1763 2102 442 441 1655 1129 224 4244 3452 665 63 20 2362 155 1535 1903 1258 1278 1293 3736 4002 3369 4870 3876 3077 2963 155 1992 3605 1771 1880 7056 2789 492 2234 22 408 	204 	4393 2779 3267 4166 1533 4444 4803 4044 1719 1607 1849 2206 1319 1271 1290 1388 1569 1244 1433 1438 1688 1479 1750 2005 3165 171 162 2329 2248 2377 1331 2470 4912 575 147 6281 2329 2248 2377 306 6142 4687 1130 1824 4349 4569 2260 2311 3748 5537 3862 2987 7701 1486 64 1810 2075 1835 1881 1792 1792 1589 179 1322 437 1849 2206 1290 1388 1271 1319 1569 1244 1433 1438 1688 1479 1750 2005 1113 2329 2248 2377 506 2358 446 347 1827 1790 1974 1792 2329 2248 2377 427 2011 2011 307 3256 4586 1849 2206 1290 1388 1271 1319 1569 1244 1433 1438 1688 1479 1750 2005 4034 4572 3663 2576 1602 1589 9151 1677 2305 62 2750 5376 2119 2702 1322 854 1244 5035 1881 1790 3988 4131 2329 2248 2377 4629 839 817 724 697 796 1792 4242 2977 1027 1745 1046 394 2543 2652 2304 5180 4383 787 559 441 901 1492 2329 2248 2377 4965 6836 1122 1547 1325 4393 837 2031 682 1681 1457 845 5237 1196 295 271 428 3768 4169 1192 2422 2312 2261 2448 1881 2329 2248 2377 3149 2313 711 2122 1708 2235 1782 2121 461 460 1674 1148 243 4263 3471 684 82 39 2381 174 1554 1922 1277 1297 1312 3755 4021 3388 4889 3895 3096 2982 174 2011 3624 1790 1899 7075 2808 511 2253 41 427 	36 	34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 34 
ENST00000392857 	ENST00000309733 	4854 	7995 	4855 	7995 	43 	51 
ENST00000451905 	ENST00000469326 	1847 	1062 	1847 	1070 	34 	44 
ENST00000301981 ENST00000526439 ENST00000602163 ENST00000374395 ENST00000321545 ENST00000485344 ENST00000591498 ENST00000512907 	ENST00000261233 	2387 222 1106 4251 2480 1413 11 603 	3346 	2387 222 1106 4251 2480 1413 11 603 	3346 	53 53 53 53 53 53 53 53 	53 
