ENST00000434913 	ENST00000449131 	239 	4148 	239 	4148 	52 	53 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 	ENST00000604922 	533 535 409 517 	301 	533 535 409 517 	301 	53 53 53 53 	53 
ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	ENST00000449131 	361 384 379 385 386 384 361 	3788 	361 384 379 385 386 384 361 	3788 	53 53 53 53 53 53 53 	51 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	99 97 239 	4194 	99 97 239 	4194 	53 53 53 	52 
ENST00000484914 ENST00000535957 	ENST00000412425 	371 809 	3 	371 809 	3 	51 51 	52 
ENST00000425427 	ENST00000556029 ENST00000491511 ENST00000422132 ENST00000502378 	4239 	3249 5349 4590 210 	4259 	3270 5370 4611 231 	33 	32 32 32 32 
ENST00000361464 ENST00000482611 ENST00000357797 ENST00000370094 ENST00000439817 	ENST00000449131 	1771 57 1612 1771 1659 	4213 	1771 57 1612 1771 1659 	4213 	53 53 53 53 53 	53 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	429 	852 656 1872 	429 	852 656 1872 	53 	53 53 53 
ENST00000492727 	ENST00000449131 	216 	4147 	216 	4147 	50 	53 
ENST00000574872 ENST00000442087 	ENST00000520221 	711 194 	68 	711 194 	68 	53 53 	52 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000461458 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000536557 ENST00000472300 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 	138 328 163 120 60 48 48 48 71 48 71 48 48 71 48 48 48 57 	154 	138 328 163 120 60 48 48 48 71 48 71 48 48 71 48 48 48 57 	154 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	53 
ENST00000591755 ENST00000589644 	ENST00000495617 	882 1787 	296 	882 1787 	296 	52 52 	53 
ENST00000415822 ENST00000484166 ENST00000264266 ENST00000471500 ENST00000465624 ENST00000465235 ENST00000392813 	ENST00000229214 	1569 1270 1343 1247 731 1189 1391 	1943 	1569 1270 1343 1247 731 1189 1391 	1943 	52 52 52 52 52 52 52 	53 
ENST00000471856 ENST00000579709 	ENST00000429276 	326 326 	405 	326 326 	405 	53 53 	53 
ENST00000409600 	ENST00000476192 ENST00000489060 ENST00000497426 ENST00000310613 ENST00000474698 ENST00000271375 ENST00000550321 	2729 	5148 2131 5148 3338 5147 6279 836 	2729 	5148 2131 5148 3338 5147 6279 836 	53 	36 36 36 36 36 36 36 
ENST00000598098 ENST00000599232 	ENST00000430252 ENST00000540275 	225 343 	429 429 	225 343 	429 429 	53 53 	53 53 
ENST00000546654 	ENST00000564755 	103 	191 	103 	191 	53 	52 
ENST00000425761 ENST00000517577 	ENST00000449131 	379 385 	4192 	379 385 	4192 	53 53 	51 
ENST00000507088 ENST00000508200 ENST00000225969 ENST00000503633 ENST00000442592 ENST00000511860 	ENST00000445125 	406 318 400 427 2126 574 	427 	406 318 400 427 2126 574 	443 	52 52 52 52 52 52 	35 
ENST00000231061 ENST00000520687 	ENST00000420788 	1882 1171 	94 	1882 1171 	109 	52 52 	31 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	98 96 238 	4209 	98 96 238 	4209 	53 53 53 	53 
ENST00000548015 	ENST00000546921 	527 	259 	527 	259 	52 	51 
ENST00000398295 	ENST00000461526 	449 	441 	449 	441 	52 	52 
ENST00000537701 ENST00000538814 ENST00000543959 ENST00000540949 	ENST00000315579 ENST00000536538 	159 108 79 79 	136 114 	159 108 79 79 	136 114 	51 51 51 51 	52 52 
ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000398259 ENST00000474167 	ENST00000604922 	546 420 546 554 542 542 	197 	546 420 546 554 542 542 	197 	53 53 53 53 53 53 	53 
ENST00000434913 	ENST00000449131 	239 	4156 	239 	4156 	53 	53 
ENST00000547522 	ENST00000445820 ENST00000428199 	72 	442 442 	72 	442 442 	51 	53 53 
ENST00000323496 	ENST00000463943 	257 	371 	257 	371 	52 	52 
ENST00000500655 	ENST00000514594 	225 	159 	225 	159 	53 	50 
ENST00000457745 ENST00000484077 	ENST00000397337 ENST00000604864 ENST00000603639 ENST00000421461 ENST00000397345 ENST00000427231 ENST00000397336 	553 327 	625 24224 24224 660 24427 24427 284 	575 349 	625 24224 24224 660 24427 24427 284 	31 31 	53 53 53 53 53 53 53 
ENST00000536368 ENST00000432629 ENST00000393148 ENST00000314394 ENST00000588627 ENST00000471280 	ENST00000492999 ENST00000486695 ENST00000467671 	166 208 234 110 1984 200 	284 284 284 	166 208 234 110 1984 200 	284 284 284 	53 53 53 53 53 53 	52 52 52 
ENST00000361739 ENST00000591258 ENST00000427426 	ENST00000449131 	492 123 492 	4158 	492 123 492 	4158 	53 53 53 	52 
ENST00000367612 	ENST00000528443 ENST00000271583 ENST00000606911 ENST00000435319 ENST00000531630 	234 	820 565 550 166 68 	240 	820 565 550 166 68 	47 	53 53 53 53 53 
ENST00000513167 	ENST00000316788 	40 	25 	40 	25 	51 	53 
ENST00000319863 ENST00000354286 ENST00000556462 ENST00000593919 ENST00000571346 	ENST00000541730 ENST00000301981 ENST00000265071 ENST00000272462 ENST00000328914 ENST00000583384 ENST00000471841 ENST00000444614 ENST00000536991 ENST00000452375 ENST00000449784 ENST00000450501 ENST00000357490 ENST00000432387 ENST00000461350 ENST00000498702 ENST00000483959 ENST00000593019 ENST00000371248 ENST00000526038 ENST00000590534 ENST00000373014 ENST00000521561 ENST00000414946 ENST00000394964 ENST00000483979 ENST00000549999 ENST00000571626 	1831 1447 1958 1836 749 	2036 2548 6270 1895 8116 54 4954 1739 417 415 418 316 344 319 1331 619 65 671 666 1375 479 1848 175 365 104 1018 471 1018 	1831 1447 1958 1836 749 	2036 2548 6270 1895 8116 54 4954 1739 417 415 418 316 344 319 1331 619 65 671 666 1375 479 1848 175 365 104 1474 471 1474 	53 53 53 53 53 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000446607 	ENST00000355209 ENST00000396504 	1905 	3839 3560 	1905 	3839 3560 	53 	53 53 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	385 	923 727 1943 	385 	923 727 1943 	52 	53 53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	417 	197 197 	417 	53 53 	51 
ENST00000272274 ENST00000319826 ENST00000326092 ENST00000493317 ENST00000466550 ENST00000396599 ENST00000401418 ENST00000327274 ENST00000495531 ENST00000484462 ENST00000403916 ENST00000440049 ENST00000469899 ENST00000480465 ENST00000395291 	ENST00000515262 ENST00000491289 	148 338 173 130 70 58 58 81 58 58 81 58 58 58 67 	149 3679 	148 338 173 130 70 58 58 81 58 58 81 58 58 58 67 	149 3679 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000529770 ENST00000524422 ENST00000529460 ENST00000534385 ENST00000527186 ENST00000595020 ENST00000596478 ENST00000601722 ENST00000599442 ENST00000600126 	ENST00000534438 ENST00000601832 	265 137 147 117 861 265 137 147 117 861 	228 228 	265 137 147 117 861 265 137 147 117 861 	228 228 	53 53 53 53 53 53 53 53 53 53 	53 53 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4167 	239 240 	4167 	53 53 	51 
ENST00000398295 	ENST00000461526 	449 	466 	449 	466 	52 	43 
ENST00000507623 ENST00000380638 	ENST00000463943 	190 190 	419 	190 190 	419 	53 53 	51 
ENST00000265044 ENST00000263071 ENST00000434376 ENST00000348987 	ENST00000396307 ENST00000588320 ENST00000440282 	3439 3101 3007 2843 	2893 187 2680 	3439 3101 3007 2843 	2893 187 2680 	53 53 53 53 	51 51 51 
ENST00000457879 ENST00000438861 ENST00000468666 ENST00000453975 ENST00000487534 ENST00000460542 ENST00000470534 ENST00000547271 ENST00000479494 ENST00000476132 ENST00000453057 ENST00000455882 ENST00000471291 ENST00000413609 ENST00000478186 ENST00000547522 	ENST00000450479 	726 694 202 390 628 626 626 407 624 624 383 383 624 383 194 407 	28 	732 700 208 396 634 632 632 413 630 630 389 389 630 389 200 413 	39 	32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 32 	42 
ENST00000323496 	ENST00000463943 	277 	357 	277 	357 	50 	52 
ENST00000336125 ENST00000550273 	ENST00000579913 	2722 2722 	1879 	2722 2722 	1879 	34 34 	53 
ENST00000469971 ENST00000481617 	ENST00000538183 ENST00000546977 ENST00000548969 	435 2701 	8875 91 38 	453 2719 	8880 96 43 	35 35 	31 31 31 
ENST00000394072 ENST00000254051 	ENST00000367419 ENST00000471257 	1314 3207 	1488 4095 	1326 3219 	1501 4108 	31 31 	40 40 
ENST00000411660 	ENST00000604922 	601 	329 	601 	329 	53 	53 
ENST00000520547 	ENST00000570780 ENST00000391950 	400 	1136 1153 	400 	1136 1153 	53 	53 53 
ENST00000409263 	ENST00000534905 	409 	562 	409 	562 	53 	49 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	100 98 240 	4192 	100 98 240 	4192 	53 53 53 	51 
ENST00000461597 ENST00000497831 	ENST00000602522 ENST00000486951 ENST00000399151 ENST00000358075 ENST00000401432 ENST00000366971 ENST00000301399 ENST00000492155 ENST00000263468 ENST00000597951 	421 313 	1089 444 7132 2692 5033 3490 2960 2473 5902 2692 	421 313 	1089 444 7132 2692 5033 3490 2960 2473 5902 2692 	53 53 	33 33 33 33 33 33 33 33 33 33 
ENST00000507623 ENST00000380638 	ENST00000463943 	202 202 	395 	202 202 	395 	53 53 	51 
ENST00000507197 ENST00000505522 	ENST00000591627 ENST00000591453 	568 431 	550 411 	568 431 	551 412 	53 53 	50 50 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000508075 ENST00000469632 ENST00000550703 ENST00000478122 ENST00000555870 ENST00000566753 ENST00000359242 ENST00000294678 ENST00000481617 ENST00000604604 ENST00000488477 ENST00000549093 ENST00000552196 	ENST00000538183 	2501 2501 722 696 803 1115 1077 6398 1775 3286 3263 3966 846 596 405 405 	7702 	2501 2501 722 696 803 1115 1077 6398 1775 3286 3263 3966 846 596 405 405 	7702 	35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 35 	51 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	423 374 	1118 1135 	423 374 	1118 1135 	53 53 	53 53 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000508075 ENST00000409562 ENST00000586722 ENST00000458297 ENST00000566753 ENST00000481617 ENST00000604604 ENST00000295025 	ENST00000538183 ENST00000476192 ENST00000497426 	2448 2448 669 643 2440 1443 1361 1722 3913 793 8423 	7657 5148 5148 	2451 2451 672 646 2443 1446 1364 1725 3916 796 8426 	7663 5154 5154 	47 47 47 47 47 47 47 47 47 47 47 	46 46 46 
ENST00000585083 ENST00000265840 ENST00000443271 ENST00000482899 ENST00000288177 ENST00000530460 ENST00000456951 ENST00000327473 ENST00000536716 	ENST00000529284 ENST00000532489 	327 1824 1781 624 2991 2254 327 1791 1822 	240 129 	327 1824 1781 624 2991 2254 327 1791 1822 	259 148 	53 53 53 53 53 53 53 53 53 	33 33 
ENST00000425466 ENST00000487100 ENST00000382175 ENST00000493479 ENST00000389400 	ENST00000604922 	533 535 409 517 561 	238 	533 535 409 517 561 	238 	53 53 53 53 53 	49 
ENST00000604922 	ENST00000425466 ENST00000487100 ENST00000382175 ENST00000484430 ENST00000398981 ENST00000493479 	274 	533 535 409 535 543 517 	274 	533 535 409 535 543 517 	53 	53 53 53 53 53 53 
ENST00000425466 ENST00000493479 ENST00000389400 	ENST00000604922 	533 517 561 	233 	533 517 561 	233 	53 53 53 	53 
ENST00000434913 ENST00000517577 	ENST00000449131 	236 237 	4164 	236 237 	4164 	50 50 	53 
ENST00000393644 	ENST00000374423 	714 	8520 	714 	8527 	53 	36 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	95 93 235 	4197 	95 93 235 	4197 	53 53 53 	53 
ENST00000434913 	ENST00000449131 	238 	4139 	238 	4139 	53 	53 
ENST00000308159 ENST00000569842 ENST00000564887 ENST00000542526 ENST00000563437 	ENST00000469606 ENST00000366994 ENST00000366993 ENST00000366992 	1463 1438 1602 1462 584 	3419 3391 3343 3309 	1463 1438 1602 1462 584 	3424 3396 3348 3314 	51 51 51 51 51 	32 32 32 32 
ENST00000422514 ENST00000496182 ENST00000394938 ENST00000394935 ENST00000355731 ENST00000472628 ENST00000578181 ENST00000471227 ENST00000455510 ENST00000475608 ENST00000498752 ENST00000491601 ENST00000471152 ENST00000438478 	ENST00000576277 	857 354 406 301 249 357 221 240 241 241 244 224 244 257 	196 	857 354 406 301 249 357 221 240 241 241 244 224 244 257 	205 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 	43 
ENST00000355653 ENST00000587173 ENST00000420567 ENST00000587147 	ENST00000370112 	929 663 577 77 	1959 	929 663 577 77 	1974 	53 53 53 53 	31 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	417 	194 194 	417 	53 53 	51 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	91 89 231 	4197 	91 89 231 	4197 	50 50 50 	53 
ENST00000400099 ENST00000400094 ENST00000284971 ENST00000400090 ENST00000400087 ENST00000400093 ENST00000486002 	ENST00000354828 	63 119 144 177 356 709 76 	386 	63 119 144 177 356 709 76 	386 	48 48 48 48 48 48 48 	52 
ENST00000401867 ENST00000379086 ENST00000166534 ENST00000360568 ENST00000474628 ENST00000379104 ENST00000379100 	ENST00000593646 	2427 2073 2080 2163 654 2422 2416 	116 	2427 2073 2080 2163 654 2422 2416 	116 	53 53 53 53 53 53 53 	53 
ENST00000507623 ENST00000380638 	ENST00000463943 	182 182 	417 	182 182 	417 	53 53 	51 
ENST00000536368 ENST00000393148 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	173 241 117 	264 264 264 	173 241 117 	274 274 274 	53 53 53 	42 42 42 
ENST00000429775 	ENST00000514253 	251 	450 	251 	450 	53 	53 
ENST00000598732 	ENST00000418543 ENST00000546754 ENST00000548381 ENST00000553179 	379 	199 197 185 169 	379 	204 202 190 174 	50 	48 48 48 48 
ENST00000546654 	ENST00000564755 	114 	186 	114 	186 	53 	52 
ENST00000434913 	ENST00000449131 	244 	4155 	244 	4155 	46 	52 
ENST00000466086 ENST00000413500 ENST00000517577 	ENST00000449131 	76 74 216 	4213 	76 74 216 	4213 	53 53 53 	53 
ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 	ENST00000603274 	196 111 130 224 180 111 130 142 	451 	196 111 130 224 180 111 130 142 	451 	53 53 53 53 53 53 53 53 	46 
ENST00000582743 ENST00000581287 ENST00000392341 ENST00000392339 	ENST00000373954 ENST00000419687 ENST00000373949 	1263 3484 1301 1280 	1313 1056 1177 	1263 3484 1301 1280 	1318 1061 1182 	52 52 52 52 	32 32 32 
ENST00000443884 	ENST00000538264 	24 	935 	24 	935 	53 	52 
ENST00000434913 ENST00000517577 	ENST00000449131 	239 240 	4179 	239 240 	4179 	47 47 	50 
ENST00000316292 ENST00000309268 ENST00000490569 ENST00000331523 ENST00000436459 ENST00000501580 	ENST00000411857 	2032 1659 1162 1285 1040 1035 	1678 	2032 1659 1162 1285 1040 1035 	1689 	51 51 51 51 51 51 	31 
ENST00000434178 ENST00000265052 ENST00000398104 	ENST00000298251 	1935 1608 1183 	2089 	1935 1608 1183 	2089 	47 47 47 	32 
ENST00000320785 	ENST00000514271 	6786 	2120 	6786 	2120 	53 	51 
ENST00000233813 	ENST00000311852 	329 	2901 	329 	2901 	52 	49 
ENST00000544149 ENST00000537649 ENST00000508551 	ENST00000437629 	267 603 111 	162 	267 603 111 	162 	52 52 52 	52 
ENST00000380737 ENST00000524169 ENST00000315985 ENST00000518215 ENST00000518890 ENST00000517754 ENST00000518208 	ENST00000466681 	1488 688 1220 1028 1074 1456 1404 	2649 	1488 688 1220 1028 1074 1456 1404 	2649 	53 53 53 53 53 53 53 	50 
ENST00000498161 ENST00000517577 ENST00000492727 ENST00000599364 	ENST00000449131 	357 381 382 357 	3766 	357 381 382 357 	3766 	53 53 53 53 	52 
ENST00000585624 	ENST00000461547 ENST00000409236 ENST00000317233 ENST00000356421 ENST00000485082 	274 	363 6669 6792 6775 378 	279 	380 6686 6809 6792 395 	32 	33 33 33 33 33 
ENST00000484935 ENST00000491726 ENST00000469008 ENST00000460058 ENST00000473424 ENST00000476947 	ENST00000383327 ENST00000438256 ENST00000433397 ENST00000375333 ENST00000452688 ENST00000431383 	19 19 19 19 19 19 	83 83 83 83 83 83 	19 19 19 19 19 19 	83 83 83 83 83 83 	53 53 53 53 53 53 	52 52 52 52 52 52 
ENST00000507623 ENST00000380638 	ENST00000463943 	194 194 	426 	194 194 	426 	53 53 	51 
ENST00000562865 ENST00000559228 ENST00000472858 ENST00000260276 ENST00000570851 ENST00000538243 ENST00000368918 ENST00000361485 ENST00000242323 ENST00000393939 ENST00000600016 ENST00000337508 ENST00000306388 ENST00000456951 ENST00000607485 	ENST00000489226 ENST00000325980 	4640 7640 3 1792 1792 1372 3500 64 4448 4640 365 2044 971 270 1372 	1609 1792 	4640 7640 3 1792 1792 1372 3500 64 4448 4640 365 2044 971 270 1372 	1609 1792 	44 44 44 44 44 44 44 44 44 44 44 44 44 44 44 	33 33 
ENST00000536769 ENST00000538617 ENST00000339647 ENST00000540351 ENST00000541645 ENST00000535131 ENST00000544481 ENST00000546271 ENST00000546120 	ENST00000402802 	1701 441 688 264 206 238 179 273 191 	1574 	1929 669 916 492 434 466 407 501 647 	1589 	53 53 53 53 53 53 53 53 53 	33 
ENST00000420283 	ENST00000604922 	1896 	227 	1896 	227 	53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	197 197 	398 	197 197 	398 	53 53 	53 
ENST00000519460 ENST00000434581 ENST00000334667 	ENST00000319863 ENST00000354286 ENST00000495050 ENST00000497403 ENST00000366300 ENST00000355177 	2326 2287 2139 	3473 3089 2551 1761 11 11 	2326 2287 2139 	3473 3089 2551 1761 11 11 	53 53 53 	53 53 53 53 53 53 
ENST00000600930 	ENST00000379380 ENST00000478139 ENST00000238831 ENST00000340344 ENST00000389677 	201 	4394 1910 3844 3388 10260 	201 	4394 1910 9804 3388 10260 	52 	36 36 36 36 36 
ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	262 262 254 262 	32 	262 262 254 262 	32 	53 53 53 53 	52 
ENST00000492661 ENST00000460393 ENST00000462745 ENST00000493237 ENST00000493888 	ENST00000402802 	2524 2433 2525 2447 346 	1586 	2524 2433 2525 2447 346 	1588 	51 51 51 51 51 	32 
ENST00000406913 ENST00000498752 ENST00000439573 ENST00000399415 ENST00000579116 	ENST00000592379 	299 269 269 261 269 	56 	299 269 269 261 269 	56 	52 52 52 52 52 	52 
ENST00000446607 	ENST00000355209 ENST00000396504 	1896 	3826 3547 	1896 	3826 3547 	53 	53 53 
ENST00000550466 ENST00000553262 	ENST00000430083 ENST00000396275 ENST00000225724 	624 624 	362 89 1687 	624 624 	362 89 1687 	53 53 	49 49 49 
ENST00000377038 	ENST00000327470 ENST00000368608 ENST00000566136 	3569 	2000 2153 1567 	3569 	2007 2160 1574 	53 	32 32 32 
ENST00000484430 ENST00000398981 ENST00000474167 ENST00000389400 	ENST00000604922 	653 661 645 679 	248 	653 661 645 679 	248 	52 52 52 52 	52 
ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 ENST00000450871 ENST00000471639 ENST00000469883 ENST00000437866 	ENST00000603274 	332 247 266 360 316 247 266 278 332 247 266 404 	201 	332 247 266 360 316 247 266 278 332 247 266 404 	201 	53 53 53 53 53 53 53 53 53 53 53 53 	53 
ENST00000533929 	ENST00000495866 ENST00000527464 ENST00000529540 	242 	118 118 66 	257 	118 118 66 	38 	53 53 53 
ENST00000533518 ENST00000300851 ENST00000319788 ENST00000354895 ENST00000394975 ENST00000420057 ENST00000394971 	ENST00000279873 	308 527 728 552 663 397 577 	4585 	308 527 728 552 663 397 577 	4598 	52 52 52 52 52 52 52 	31 
ENST00000398259 ENST00000389400 	ENST00000604922 	514 544 	227 	514 544 	227 	53 53 	52 
ENST00000556969 ENST00000557670 ENST00000555036 	ENST00000427606 	61 82 40 	944 	61 82 40 	944 	52 52 52 	52 
ENST00000416139 ENST00000475608 ENST00000437246 	ENST00000592379 	212 209 212 	62 	212 209 212 	62 	52 52 52 	53 
ENST00000366847 	ENST00000380659 ENST00000334955 	3515 	3807 5161 	3522 	3824 5178 	31 	35 35 
ENST00000395471 ENST00000459834 ENST00000421626 ENST00000427797 ENST00000419984 ENST00000421312 ENST00000413218 ENST00000472276 	ENST00000300056 	452 2 -13 3 136 139 178 2 	1826 	467 17 2 18 151 154 193 17 	1848 	38 38 38 38 38 38 38 38 	31 
ENST00000460355 ENST00000431098 ENST00000314394 	ENST00000492999 ENST00000486695 ENST00000467671 	3476 437 338 	86 86 86 	3476 437 338 	86 86 86 	53 53 53 	53 53 53 
ENST00000483956 	ENST00000585057 ENST00000472125 ENST00000464873 	379 	861 665 1881 	379 	861 665 1881 	53 	52 52 52 
ENST00000538183 ENST00000309733 ENST00000310613 	ENST00000555870 	8804 8234 4479 	5242 	8821 8251 4496 	5258 	36 36 36 	37 
ENST00000513610 	ENST00000420890 	7100 	6381 	7100 	6382 	53 	31 
ENST00000543796 ENST00000448750 ENST00000536606 ENST00000541630 ENST00000477395 ENST00000392369 ENST00000535090 ENST00000464211 ENST00000392367 ENST00000254675 	ENST00000397056 ENST00000287022 	685 481 466 444 700 951 476 340 519 445 	4540 1100 	690 486 471 449 705 956 481 345 524 450 	4556 1116 	47 47 47 47 47 47 47 47 47 47 	37 37 
ENST00000508803 ENST00000508355 ENST00000514045 ENST00000515806 ENST00000353275 ENST00000420906 ENST00000312087 ENST00000382895 ENST00000503128 ENST00000509115 ENST00000512700 ENST00000382891 ENST00000382892 ENST00000398261 ENST00000436793 	ENST00000606183 ENST00000439326 ENST00000492042 	197 167 160 268 543 480 480 480 256 85 54 188 363 78 543 	1962 4721 322 	197 167 160 268 543 480 480 480 256 85 54 188 363 78 543 	1980 4739 340 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 	34 34 34 
ENST00000484430 ENST00000398981 	ENST00000604922 	518 526 	268 	518 526 	268 	53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	187 187 	407 	187 187 	407 	53 53 	52 
ENST00000491178 ENST00000410036 ENST00000488586 	ENST00000409031 ENST00000431183 	36 61 36 	26 26 	36 61 36 	26 26 	53 53 53 	53 53 
ENST00000518657 	ENST00000523152 	229 	232 	229 	232 	53 	53 
ENST00000357037 	ENST00000380739 ENST00000397622 	2493 	2313 2371 	2493 	2332 2390 	53 	32 32 
ENST00000447892 ENST00000598514 	ENST00000449494 ENST00000606118 	230 230 	162 162 	230 230 	162 162 	53 53 	53 53 
ENST00000394290 	ENST00000449131 	404 	3811 	404 	3811 	53 	52 
ENST00000337630 	ENST00000309733 ENST00000408926 	1991 	6416 3120 	2007 	6416 3120 	36 	53 53 
ENST00000507623 ENST00000380638 	ENST00000463943 	203 203 	395 	203 203 	395 	53 53 	51 
ENST00000507623 ENST00000380638 	ENST00000463943 	183 183 	395 	183 183 	395 	52 52 	51 
ENST00000555211 ENST00000382406 ENST00000280987 ENST00000553852 ENST00000556858 ENST00000553955 ENST00000554794 ENST00000396472 	ENST00000534453 	364 172 245 381 129 423 97 574 	610 	364 172 245 381 129 423 97 574 	621 	52 52 52 52 52 52 52 52 	31 
ENST00000323496 	ENST00000463943 	262 	378 	262 	378 	52 	51 
ENST00000520547 ENST00000441206 	ENST00000570780 ENST00000391950 	428 379 	1106 1123 	428 379 	1106 1123 	53 53 	52 52 
ENST00000498161 ENST00000466086 ENST00000413500 ENST00000394290 ENST00000599364 	ENST00000449131 	331 215 213 386 331 	3767 	331 215 213 386 331 	3767 	53 53 53 53 53 	52 
ENST00000507623 ENST00000380638 	ENST00000463943 	205 205 	417 	205 205 	417 	52 52 	42 
ENST00000446488 ENST00000524794 ENST00000524746 ENST00000304521 	ENST00000428606 	3718 3810 3807 3774 	-16 	3718 3810 3807 3774 	6 	53 53 53 53 	31 
ENST00000496419 ENST00000423509 ENST00000430940 ENST00000422726 ENST00000476248 ENST00000424832 ENST00000464914 ENST00000457806 ENST00000462851 ENST00000497204 ENST00000416726 ENST00000470915 ENST00000431930 ENST00000444289 ENST00000464610 ENST00000416096 ENST00000485166 ENST00000468995 ENST00000465498 ENST00000552193 ENST00000551120 ENST00000495635 ENST00000458192 ENST00000422921 ENST00000456487 ENST00000479595 ENST00000420206 ENST00000495725 ENST00000454033 ENST00000494823 ENST00000482179 ENST00000418147 ENST00000493512 ENST00000465497 ENST00000488273 ENST00000495207 ENST00000436729 ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000396634 ENST00000376806 ENST00000496081 ENST00000376802 ENST00000495183 ENST00000479320 ENST00000461903 ENST00000376809 ENST00000437265 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 ENST00000481588 ENST00000491984 ENST00000482006 ENST00000425798 ENST00000469883 ENST00000487245 ENST00000376228 ENST00000383329 ENST00000376237 ENST00000415537 ENST00000495835 ENST00000484378 ENST00000498007 ENST00000443552 ENST00000417978 ENST00000484494 ENST00000442939 ENST00000490454 ENST00000479675 ENST00000479969 ENST00000549869 ENST00000552498 ENST00000583265 ENST00000579721 ENST00000468902 ENST00000383620 ENST00000383326 ENST00000490720 ENST00000494367 ENST00000463360 ENST00000478141 ENST00000477650 ENST00000473825 ENST00000462600 	ENST00000603274 	762 418 418 425 420 462 405 401 592 672 21 670 741 712 220 408 646 644 644 425 447 758 418 418 425 420 462 405 401 592 668 21 670 758 420 668 21 490 405 667 518 744 712 220 408 646 644 644 425 21 474 405 667 436 757 420 667 21 669 762 418 418 420 401 592 672 669 741 712 220 408 646 644 644 425 447 487 403 394 409 588 394 394 394 394 394 394 394 	28 	779 435 435 442 437 479 422 418 609 689 38 687 758 729 237 425 663 661 661 442 464 775 435 435 442 437 479 422 418 609 685 38 687 775 437 685 38 507 422 684 535 761 729 237 425 663 661 661 442 38 491 422 684 453 774 437 684 38 686 779 435 435 437 418 609 689 686 758 729 237 425 663 661 661 442 464 504 420 411 426 605 411 411 411 411 411 411 411 	40 	36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 36 	41 
ENST00000401558 ENST00000428210 ENST00000481073 ENST00000404992 ENST00000406957 	ENST00000460469 	2636 4582 1513 2315 2051 	400 	2636 4582 1513 2315 2051 	402 	52 52 52 52 52 	32 
ENST00000429775 	ENST00000514253 	261 	463 	261 	463 	52 	53 
ENST00000567272 ENST00000403549 	ENST00000427908 	577 425 	1820 	595 443 	1820 	34 34 	53 
ENST00000487397 	ENST00000489868 	71 	239 	80 	239 	36 	52 
ENST00000483907 ENST00000483613 ENST00000485355 ENST00000442655 	ENST00000604922 	518 518 518 518 	305 	518 518 518 518 	305 	53 53 53 53 	52 
ENST00000551944 ENST00000392857 	ENST00000483793 	3188 5380 	3931 	3188 5380 	3931 	53 53 	50 
