ENST00000409508 ENST00000328843 	ENST00000373934 	14046 14067 	1756 	14046 14067 	1756 	48 48 	52 
ENST00000409887 	ENST00000468758 ENST00000409645 ENST00000281923 	2721 	741 418 311 	2721 	741 418 311 	53 	53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3760 	78 76 218 215 	3760 	78 76 218 215 	52 	53 53 53 53 
ENST00000546813 	ENST00000546645 	419 	827 	420 	827 	49 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	476 	125 84 	476 	125 84 	53 	53 53 
ENST00000514253 	ENST00000511844 	492 	37 	492 	37 	53 	53 
ENST00000550127 ENST00000580201 	ENST00000580101 ENST00000445123 	172 74 	344 712 	193 95 	350 718 	32 32 	37 37 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3460 	784 335 168 201 199 340 540 340 372 340 	3460 	784 335 168 201 199 340 540 340 372 340 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000355068 ENST00000575001 ENST00000441206 	1107 1124 	92 148 186 43 	1107 1124 	92 148 186 43 	52 52 	53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1149 1166 	277 	1149 1166 	277 	52 52 	53 
ENST00000461102 	ENST00000373816 	1387 	2411 	1387 	2411 	53 	53 
ENST00000493421 ENST00000383235 ENST00000439781 ENST00000470845 ENST00000489659 ENST00000418205 ENST00000489513 ENST00000428324 ENST00000483345 ENST00000440894 ENST00000470332 ENST00000414467 ENST00000486332 ENST00000354258 ENST00000425148 ENST00000424897 ENST00000498427 	ENST00000399607 ENST00000399371 ENST00000434083 ENST00000439630 ENST00000451862 ENST00000420182 ENST00000395330 ENST00000422904 	2257 2674 2674 2255 2255 2674 2255 2674 2257 2674 2257 2674 2257 2674 1898 2674 2255 	93 93 93 93 93 93 93 93 	2257 2674 2674 2255 2255 2674 2255 2674 2257 2674 2257 2674 2257 2674 1898 2674 2255 	93 93 93 93 93 93 93 93 	51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 51 	46 46 46 46 46 46 46 46 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3490 	828 361 384 379 385 386 384 361 	3490 	828 361 384 379 385 386 384 361 	53 	53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000441206 	1082 1099 	139 	1082 1099 	139 	53 53 	53 
ENST00000327661 	ENST00000552699 ENST00000267115 ENST00000549385 ENST00000552370 ENST00000395006 ENST00000547798 ENST00000547013 ENST00000423828 	145 	887 563 705 594 516 431 212 980 	146 	887 563 705 594 516 431 212 980 	52 	52 52 52 52 52 52 52 52 
ENST00000281453 	ENST00000512658 	1808 	304 	1808 	304 	53 	52 
ENST00000508814 	ENST00000510210 ENST00000512493 	278 	235 245 	278 	235 245 	53 	53 53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3470 	814 347 370 365 371 372 570 370 402 370 347 	3470 	814 347 370 365 371 372 570 370 402 370 347 	51 	51 51 51 51 51 51 51 51 51 51 51 
ENST00000580201 	ENST00000525437 	127 	1824 	127 	1824 	52 	53 
ENST00000327441 ENST00000376753 	ENST00000395686 	6597 1364 	3476 	6616 1383 	3476 	34 34 	53 
ENST00000452875 	ENST00000472331 ENST00000467457 ENST00000484831 	3846 	919 1468 1656 	3846 	919 1468 1656 	53 	52 52 52 
ENST00000223073 	ENST00000312675 ENST00000543006 ENST00000392857 ENST00000469718 	15236 	13591 13534 5743 680 	15236 	13591 13534 5743 680 	52 	52 52 52 52 
ENST00000449131 	ENST00000492727 ENST00000401830 ENST00000430907 ENST00000450676 	4149 	96 298 98 98 	4149 	96 298 98 98 	52 	50 50 50 50 
ENST00000414706 	ENST00000602540 ENST00000266671 	5550 	3331 5659 	5550 	3331 5659 	33 	53 53 
ENST00000335185 	ENST00000525054 	3694 	530 	3694 	530 	53 	53 
ENST00000579192 ENST00000579681 ENST00000396278 	ENST00000578849 	1334 862 1410 	546 	1335 863 1411 	546 	52 52 52 	51 
ENST00000449131 	ENST00000498161 ENST00000599364 	4129 	41 41 	4129 	41 41 	51 	53 53 
ENST00000514253 	ENST00000510019 	464 	191 	464 	191 	53 	53 
ENST00000378108 	ENST00000357137 	1138 	4355 	1138 	4368 	52 	32 
ENST00000463943 	ENST00000335179 ENST00000545072 	365 	72 15 	365 	72 15 	53 	52 52 
ENST00000563131 	ENST00000494738 ENST00000493058 	349 	3075 289 	349 	3075 289 	53 	53 53 
ENST00000361681 	ENST00000361567 	469 	1666 	469 	1666 	53 	53 
ENST00000449131 	ENST00000517577 	3743 	215 	3743 	215 	52 	52 
ENST00000592379 	ENST00000582736 	40 	56 	40 	56 	53 	53 
ENST00000471694 ENST00000355354 	ENST00000348035 ENST00000356142 ENST00000488373 ENST00000497741 ENST00000473564 ENST00000495499 	5626 3851 	561 602 579 364 426 310 	5634 3859 	561 602 579 364 426 310 	43 43 	53 53 53 53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	154 113 	484 	157 116 	53 	50 50 
ENST00000470907 ENST00000264094 ENST00000409249 	ENST00000484881 	2353 3042 2137 	634 	2353 3042 2137 	634 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 ENST00000599364 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	3482 	789 322 340 173 206 204 345 545 345 377 345 322 	52 	53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	250 201 	1116 1133 	250 201 	53 53 	52 52 
ENST00000355568 ENST00000411432 ENST00000544076 	ENST00000225724 	2593 1935 1324 	2506 	2593 1935 1324 	2524 	46 46 46 	35 
ENST00000310447 ENST00000472067 ENST00000534765 ENST00000319406 ENST00000258439 ENST00000263063 ENST00000358107 ENST00000245046 ENST00000340926 ENST00000484909 ENST00000515210 ENST00000319540 ENST00000271915 ENST00000360835 ENST00000596009 ENST00000399375 	ENST00000204549 	2944 5615 1391 2123 3403 2974 3320 47 1718 1380 260 1670 9826 5928 456 72 	2386 	2950 5621 1397 2129 3409 2980 3326 53 1724 1386 266 1676 9832 5934 462 78 	2386 	31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 31 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	473 	183 142 	473 	183 142 	53 	51 51 
ENST00000261783 	ENST00000394154 ENST00000486325 	1614 	576 580 	1619 	576 580 	47 	44 44 
ENST00000546813 	ENST00000546645 	521 	856 	522 	856 	52 	33 
ENST00000472403 ENST00000588805 	ENST00000349792 ENST00000409426 ENST00000368890 ENST00000489625 ENST00000414290 	632 276 	2371 2373 2222 612 800 	640 284 	2371 2373 2222 612 800 	44 44 	37 37 37 37 37 
ENST00000449131 	ENST00000533138 ENST00000425761 ENST00000406984 ENST00000466086 ENST00000413500 ENST00000434913 ENST00000401830 ENST00000430907 ENST00000394290 ENST00000450676 	3477 	787 338 171 204 202 343 543 343 375 343 	3477 	787 338 171 204 202 343 543 343 375 343 	53 	53 53 53 53 53 53 53 53 53 53 
ENST00000538183 ENST00000309733 ENST00000489060 	ENST00000556347 ENST00000229465 	7249 6677 1721 	695 839 	7261 6689 1733 	695 839 	41 41 41 	42 42 
ENST00000342039 ENST00000338938 ENST00000379430 	ENST00000559567 ENST00000560756 	1542 1542 1542 	1093 1093 	1542 1542 1542 	1093 1093 	53 53 53 	53 53 
ENST00000264235 	ENST00000324460 	4026 	1215 	4026 	1215 	52 	52 
ENST00000565321 ENST00000329627 ENST00000523988 ENST00000263116 ENST00000497613 ENST00000562029 ENST00000504241 ENST00000529077 	ENST00000476231 	1337 2840 1733 2797 1337 128 1970 3712 	1215 	1339 2842 1735 2799 1339 130 1972 3714 	1215 	49 49 49 49 49 49 49 49 	52 
ENST00000601871 	ENST00000391976 ENST00000310931 ENST00000487169 ENST00000373292 ENST00000484412 ENST00000442730 ENST00000494862 ENST00000427183 	436 	3922 4004 3639 2742 329 221 60 3726 	436 	3922 4004 3639 2742 329 221 60 3726 	53 	53 53 53 53 53 53 53 53 
ENST00000373484 	ENST00000463378 	3376 	756 	3376 	756 	32 	52 
ENST00000514253 	ENST00000511844 	512 	142 	515 	142 	50 	51 
ENST00000361681 	ENST00000361567 	488 	1720 	488 	1720 	37 	53 
ENST00000508814 	ENST00000510210 ENST00000512493 ENST00000510019 ENST00000503605 	260 	192 202 247 383 	260 	192 202 247 383 	52 	52 52 52 52 
ENST00000510126 ENST00000334528 	ENST00000593745 ENST00000587309 	189 6629 	3849 3469 	189 6629 	3849 3469 	53 53 	53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3010 2911 2665 	283 	3010 2911 2665 	283 	53 53 53 	52 
ENST00000534030 	ENST00000526693 ENST00000524748 ENST00000527341 ENST00000530320 	393 	657 666 670 552 	393 	657 666 670 552 	53 	53 53 53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	417 417 	1052 	417 417 	1052 	53 53 	53 
ENST00000592379 	ENST00000582736 	38 	127 	38 	127 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000429775 	443 	235 60 	443 	235 60 	53 	53 53 
ENST00000449131 	ENST00000492727 	4179 	69 	4179 	69 	53 	53 
ENST00000449131 	ENST00000492727 ENST00000450676 	4144 	77 79 	4144 	77 79 	53 	53 53 
ENST00000409887 	ENST00000308580 ENST00000544199 	2798 	2463 1998 	2812 	2463 1998 	39 	53 53 
ENST00000314675 	ENST00000319041 	2088 	532 	2088 	532 	53 	53 
ENST00000314675 	ENST00000319041 	2089 	597 	2089 	597 	53 	53 
ENST00000409887 	ENST00000299767 ENST00000548462 ENST00000552051 ENST00000550595 	3048 	2227 2400 274 97 	3049 	2227 2400 274 97 	52 	53 53 53 53 
ENST00000357721 	ENST00000542781 ENST00000535408 	5333 	682 686 	5333 	682 686 	52 	53 53 
ENST00000321945 ENST00000475656 	ENST00000455300 ENST00000597201 	2600 2455 	303 303 	2600 2455 	303 303 	50 50 	53 53 
ENST00000592379 	ENST00000582736 	41 	113 	41 	113 	53 	50 
ENST00000587935 	ENST00000579815 	99 	539 	100 	539 	52 	52 
ENST00000314595 	ENST00000514062 ENST00000537922 	3692 	293 800 	3692 	293 800 	53 	52 52 
ENST00000370380 ENST00000313598 	ENST00000353047 ENST00000434271 	286 1906 	3075 3059 	286 1906 	3075 3059 	31 31 	53 53 
ENST00000592379 	ENST00000582736 ENST00000475608 	33 	42 27 	33 	42 27 	53 	53 53 
ENST00000344843 ENST00000493287 ENST00000487659 	ENST00000418833 ENST00000447725 ENST00000572242 	590 378 1567 	2072 1739 2097 	590 378 1567 	2072 1739 2097 	53 53 53 	51 51 51 
ENST00000487349 ENST00000389601 	ENST00000482800 ENST00000488530 	3064 3064 	1909 649 	3064 3064 	1909 649 	53 53 	52 52 
ENST00000592379 	ENST00000475608 	54 	6 	54 	6 	53 	52 
ENST00000534030 	ENST00000530320 	423 	506 	423 	506 	51 	53 
ENST00000449131 	ENST00000498161 ENST00000492727 ENST00000450676 ENST00000599364 	4142 	56 75 77 56 	4142 	56 75 77 56 	53 	53 53 53 53 
ENST00000356454 	ENST00000527958 	3382 	2109 	3401 	2109 	34 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	444 	86 45 	444 	86 45 	53 	53 53 
ENST00000451608 	ENST00000409601 	4850 	580 	4850 	580 	53 	52 
ENST00000484707 ENST00000281031 ENST00000527806 ENST00000330266 ENST00000366387 	ENST00000262394 ENST00000467843 ENST00000348811 	264 2091 1506 3235 29 	1889 3232 1400 	265 2092 1507 3236 30 	1889 3232 1400 	52 52 52 52 52 	53 53 53 
ENST00000476487 	ENST00000506339 ENST00000355836 ENST00000514633 ENST00000515193 ENST00000506259 ENST00000504898 	2058 	1538 1406 1398 1386 1471 1589 	2058 	1538 1406 1398 1386 1471 1589 	53 	53 53 53 53 53 53 
ENST00000536689 ENST00000312962 ENST00000537363 	ENST00000588972 ENST00000585437 	3590 2862 2107 	548 314 	3590 2862 2107 	548 314 	53 53 53 	52 52 
ENST00000436556 	ENST00000342944 	254 	24 	254 	24 	46 	53 
ENST00000368006 ENST00000490843 ENST00000486041 ENST00000368005 ENST00000464113 ENST00000473679 ENST00000463227 ENST00000496632 ENST00000392188 ENST00000545495 ENST00000458050 	ENST00000295899 ENST00000473141 ENST00000469153 ENST00000498422 ENST00000464327 ENST00000487570 	157 152 39 29 44 99 125 262 177 144 115 	137 140 5 288 147 11 	157 152 39 29 44 99 125 262 177 144 115 	137 140 5 288 147 11 	53 53 53 53 53 53 53 53 53 53 53 	51 51 51 51 51 51 
ENST00000508814 	ENST00000510019 	307 	244 	307 	244 	53 	53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1123 1140 	85 123 	1123 1140 	85 123 	53 53 	49 49 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2994 2895 2649 	189 318 	2994 2895 2649 	189 318 	53 53 53 	53 53 
ENST00000478631 ENST00000371513 	ENST00000571329 ENST00000526717 	1333 1160 	584 584 	1333 1160 	584 584 	52 52 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	155 114 	463 	155 114 	53 	53 53 
ENST00000563480 ENST00000395589 	ENST00000519737 	391 391 	1047 	391 391 	1047 	50 50 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3017 2918 2672 	310 	3017 2918 2672 	310 	53 53 53 	53 
ENST00000449131 	ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3472 	825 358 381 376 382 383 381 358 	3472 	825 358 381 376 382 383 381 358 	49 	53 53 53 53 53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1154 1171 	255 	1154 1171 	255 	52 52 	52 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	130 89 	482 	130 89 	53 	52 52 
ENST00000397488 ENST00000324385 ENST00000566162 ENST00000397489 	ENST00000566296 	4524 4619 640 4522 	569 	4524 4619 640 4522 	569 	52 52 52 52 	52 
ENST00000449131 	ENST00000232564 ENST00000466899 	3494 	1409 672 	3494 	1418 681 	53 	32 32 
ENST00000603274 	ENST00000435618 ENST00000481283 ENST00000489762 ENST00000430299 ENST00000421349 ENST00000498484 ENST00000463832 ENST00000445610 	40 	269 184 203 297 253 184 203 215 	40 	269 184 203 297 253 184 203 215 	52 	53 53 53 53 53 53 53 53 
ENST00000449131 	ENST00000532601 ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3347 	450 830 363 386 381 387 388 386 363 	3347 	450 830 363 386 381 387 388 386 363 	52 	52 52 52 52 52 52 52 52 52 
ENST00000381661 	ENST00000381611 	2017 	1556 	2017 	1556 	52 	53 
ENST00000314675 	ENST00000319041 	2102 	617 	2102 	617 	52 	53 
ENST00000475022 ENST00000503265 ENST00000266673 ENST00000295958 ENST00000325301 ENST00000483404 	ENST00000522261 ENST00000498557 	1108 285 3560 1655 3966 372 	401 336 	1108 285 3560 1655 3966 372 	401 336 	52 52 52 52 52 52 	52 52 
ENST00000463943 	ENST00000335179 ENST00000545072 	381 	77 20 	381 	77 20 	53 	52 52 
ENST00000335185 	ENST00000525054 	3754 	478 	3754 	478 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	482 	178 137 	482 	178 137 	53 	52 52 
ENST00000512701 	ENST00000359898 ENST00000429726 	6444 	722 998 	6444 	735 1011 	52 	38 38 
ENST00000380171 	ENST00000394667 ENST00000502534 ENST00000394665 ENST00000503574 ENST00000506397 ENST00000394668 	105 	89 86 177 1379 200 111 	105 	89 86 177 1379 200 111 	53 	53 53 53 53 53 53 
ENST00000594592 	ENST00000373237 	259 	1329 	262 	1329 	32 	53 
ENST00000413432 	ENST00000575156 	3965 	1807 	3965 	1807 	34 	32 
ENST00000514253 	ENST00000510019 ENST00000429775 	465 	219 44 	465 	219 44 	53 	52 52 
ENST00000261783 	ENST00000553619 	1737 	505 	1737 	505 	51 	52 
ENST00000460059 	ENST00000466516 ENST00000430432 ENST00000447620 	144 	342 443 459 	144 	349 450 466 	52 	45 45 45 
ENST00000526743 	ENST00000526711 	1125 	810 	1125 	810 	53 	52 
ENST00000471784 ENST00000344774 	ENST00000333628 ENST00000259818 ENST00000473006 ENST00000556922 ENST00000554444 ENST00000315491 ENST00000555609 ENST00000304984 	1646 1051 	1238 1367 1292 2310 1513 1298 1471 3254 	1646 1051 	1238 1367 1292 2310 1513 1298 1471 3254 	53 53 	53 53 53 53 53 53 53 53 
ENST00000321844 	ENST00000263116 	4124 	2674 	4127 	2674 	31 	53 
ENST00000307980 ENST00000535644 	ENST00000358239 	1993 1497 	985 	1993 1497 	985 	48 48 	53 
ENST00000361681 	ENST00000361567 ENST00000511037 	374 	1744 1744 	374 	1763 1763 	53 	33 33 
ENST00000353411 	ENST00000178638 ENST00000344366 ENST00000422263 	3925 	2962 2603 2434 	3931 	2962 2603 2434 	32 	53 53 53 
ENST00000547408 ENST00000546845 	ENST00000394023 	568 375 	4175 	573 380 	4175 	48 48 	53 
ENST00000473728 	ENST00000463733 	440 	1268 	440 	1268 	51 	53 
ENST00000538789 	ENST00000472643 ENST00000526894 	1253 	764 657 	1253 	764 657 	51 	53 53 
ENST00000508814 	ENST00000510210 ENST00000512493 	283 	235 245 	283 	235 245 	53 	53 53 
ENST00000514253 	ENST00000511844 	499 	137 	499 	137 	53 	52 
ENST00000463943 	ENST00000335179 ENST00000545072 	349 	80 23 	349 	80 23 	51 	50 50 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	2988 2889 2643 	237 	2988 2889 2643 	237 	53 53 53 	53 
ENST00000314675 	ENST00000319041 	2113 	539 	2115 	539 	51 	53 
ENST00000506233 ENST00000462559 ENST00000479515 ENST00000327590 ENST00000593745 ENST00000322342 ENST00000480046 ENST00000281830 ENST00000604125 ENST00000555501 ENST00000588450 ENST00000282406 	ENST00000353047 ENST00000434271 	551 1989 652 1885 4056 6413 5185 2730 2400 2656 1301 5810 	3113 3097 	571 2009 672 1905 4076 6433 5205 2750 2420 2676 1321 5830 	3113 3097 	32 32 32 32 32 32 32 32 32 32 32 32 	49 49 
ENST00000449131 	ENST00000492727 ENST00000450676 	4163 	107 109 	4167 	107 109 	48 	52 52 
ENST00000570780 ENST00000391950 	ENST00000441206 	1086 1103 	198 	1086 1103 	198 	51 51 	53 
ENST00000370380 ENST00000313598 	ENST00000353047 ENST00000434271 	279 1899 	3041 3025 	281 1901 	3041 3025 	36 36 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	294 	1116 1133 	294 	53 53 	53 
ENST00000429412 ENST00000546113 ENST00000392385 ENST00000469632 ENST00000409562 ENST00000493254 ENST00000566753 ENST00000604604 	ENST00000309733 	2496 2496 717 798 2488 1811 1770 841 	6837 	2496 2496 717 798 2488 1811 1770 841 	6846 	47 47 47 47 47 47 47 47 	44 
ENST00000346333 ENST00000510443 ENST00000359244 ENST00000426628 ENST00000528685 ENST00000587161 ENST00000313946 ENST00000511488 ENST00000507301 ENST00000510565 	ENST00000588623 ENST00000262374 	615 695 713 688 730 1191 1511 882 382 558 	2556 1820 	615 695 713 688 730 1191 1511 882 382 558 	2573 1837 	52 52 52 52 52 52 52 52 52 52 	36 36 
ENST00000508814 ENST00000514253 	ENST00000510019 ENST00000511844 	301 232 	171 130 	301 232 	171 130 	53 53 	53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 ENST00000492727 	3744 	82 80 222 219 	3744 	82 80 222 219 	53 	53 53 53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1118 1135 	197 148 	1118 1135 	197 148 	53 53 	51 51 
ENST00000412930 ENST00000439516 	ENST00000536542 	229 229 	381 	239 239 	381 	42 42 	53 
ENST00000314622 	ENST00000301328 ENST00000574581 ENST00000576750 	2865 	119 95 120 	2884 	119 95 120 	32 	46 46 46 
ENST00000601241 	ENST00000375180 ENST00000594687 	1957 	4089 4089 	1957 	4089 4089 	51 	52 52 
ENST00000314675 	ENST00000270792 ENST00000319041 	2060 	1452 631 	2060 	1452 631 	53 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2317 2218 1972 	196 325 	2318 2219 1973 	196 325 	51 51 51 	51 51 
ENST00000494434 	ENST00000297873 ENST00000575648 	74 	726 726 	90 	726 726 	32 	53 53 
ENST00000570780 ENST00000391950 	ENST00000520547 	1116 1133 	275 	1116 1133 	275 	53 53 	53 
ENST00000570618 	ENST00000416614 	840 	2974 	840 	2974 	31 	53 
ENST00000478631 ENST00000371513 	ENST00000571310 ENST00000532950 	1200 1027 	753 753 	1200 1027 	753 753 	52 52 	53 53 
ENST00000368918 	ENST00000373816 	4857 	3067 	4862 	3067 	32 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	484 	178 137 	484 	178 137 	53 	52 52 
ENST00000449131 	ENST00000532601 ENST00000533138 ENST00000498161 ENST00000435241 ENST00000425761 ENST00000517577 ENST00000492727 ENST00000450676 ENST00000599364 	3346 	448 828 361 384 379 385 386 384 361 	3346 	448 828 361 384 379 385 386 384 361 	53 	53 53 53 53 53 53 53 53 53 
ENST00000537566 	ENST00000550150 	477 	1327 	495 	1330 	32 	34 
ENST00000323571 	ENST00000471841 	3179 	4584 	3180 	4584 	32 	46 
ENST00000463943 	ENST00000335179 ENST00000545072 	372 	77 20 	372 	77 20 	53 	52 52 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	100 98 240 	3744 	100 98 240 	53 	53 53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	464 	129 88 	464 	129 88 	53 	52 52 
ENST00000570780 ENST00000391950 	ENST00000520547 ENST00000441206 	1116 1133 	245 196 	1116 1133 	245 196 	53 53 	53 53 
ENST00000344642 ENST00000484271 ENST00000543870 	ENST00000401609 ENST00000464182 ENST00000473638 ENST00000216146 ENST00000465618 ENST00000467105 ENST00000417615 	1171 772 1073 	994 0 24 1149 1815 783 186 	1171 772 1073 	994 0 24 1149 1815 783 186 	53 53 53 	53 53 53 53 53 53 53 
ENST00000381661 	ENST00000381611 ENST00000540494 	1911 	1546 1476 	1913 	1546 1476 	49 	51 51 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3758 	103 101 243 	3759 	103 101 243 	52 	52 52 52 
ENST00000014914 	ENST00000430402 ENST00000498459 ENST00000418070 ENST00000489289 ENST00000327800 ENST00000476123 ENST00000400594 ENST00000469397 ENST00000451032 ENST00000469706 ENST00000440992 ENST00000493769 ENST00000412451 ENST00000481158 ENST00000428224 ENST00000472444 ENST00000426945 ENST00000460640 ENST00000412843 ENST00000468755 ENST00000259873 ENST00000472267 ENST00000472229 ENST00000506373 ENST00000454427 ENST00000464426 ENST00000437247 ENST00000477010 	4440 	994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 871 789 994 1072 714 871 	4447 	994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 714 871 994 1072 871 789 994 1072 714 871 	32 	53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3001 2902 2656 	196 	3001 2902 2656 	196 	53 53 53 	52 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 ENST00000561048 	2994 2895 2649 	196 325 	2994 2895 2649 	196 325 	53 53 53 	51 51 
ENST00000461526 	ENST00000221452 ENST00000505236 ENST00000510184 ENST00000540120 	476 	852 812 421 828 	476 	852 812 421 828 	33 	53 53 53 53 
ENST00000229214 	ENST00000456650 ENST00000550491 	2102 	607 584 	2102 	607 584 	53 	52 52 
ENST00000418655 	ENST00000303436 ENST00000496292 ENST00000489843 ENST00000486310 	846 	1411 1247 1146 1394 	849 	1411 1247 1146 1394 	32 	53 53 53 53 
ENST00000449131 	ENST00000466086 ENST00000413500 ENST00000517577 	3744 	73 71 213 	3744 	73 71 213 	53 	53 53 53 
ENST00000514253 	ENST00000510019 	469 	191 	469 	191 	53 	53 
ENST00000546087 	ENST00000416077 ENST00000543596 	1578 	418 186 	1578 	418 186 	53 	39 39 
ENST00000514253 	ENST00000510019 ENST00000511844 	453 	137 96 	453 	137 96 	52 	53 53 
ENST00000343450 ENST00000484909 ENST00000263080 ENST00000552071 	ENST00000320785 	1950 1285 2578 48 	5101 	1950 1285 2578 48 	5101 	53 53 53 53 	52 
ENST00000314675 	ENST00000319041 	2070 	535 	2070 	535 	53 	53 
ENST00000552461 ENST00000396556 ENST00000429492 	ENST00000233336 ENST00000556858 ENST00000567990 ENST00000589846 ENST00000270001 ENST00000421967 ENST00000452211 ENST00000444069 ENST00000415644 ENST00000426689 ENST00000426723 ENST00000450160 ENST00000369291 	720 4670 5815 	11145 440 2662 656 5522 1014 1182 771 792 952 813 974 8226 	729 4679 5824 	11161 456 2678 672 5538 1030 1198 787 808 968 829 990 8242 	42 42 42 	37 37 37 37 37 37 37 37 37 37 37 37 37 
ENST00000569248 ENST00000565813 	ENST00000564436 ENST00000570037 ENST00000562111 	1704 153 	462 782 735 	1704 153 	462 782 735 	53 53 	53 53 53 
ENST00000559573 	ENST00000558399 	1072 	302 	1072 	316 	52 	38 
ENST00000314675 	ENST00000319041 	2089 	607 	2089 	607 	38 	53 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000558492 	3005 2906 2660 	223 	3005 2906 2660 	223 	53 53 53 	53 
ENST00000556319 	ENST00000561036 	400 	327 	400 	327 	53 	53 
ENST00000514253 	ENST00000510019 ENST00000511844 	486 	102 61 	486 	102 61 	51 	52 52 
ENST00000449131 	ENST00000492727 	4179 	71 	4179 	71 	53 	53 
ENST00000508634 	ENST00000304385 	522 	3485 	523 	3499 	31 	38 
ENST00000557789 ENST00000325881 ENST00000560997 	ENST00000561048 	3072 2973 2727 	296 	3072 2973 2727 	296 	52 52 52 	53 
ENST00000570780 ENST00000391950 	ENST00000355068 ENST00000575001 	1116 1133 	213 251 	1116 1133 	213 251 	53 53 	53 53 
ENST00000463943 	ENST00000335179 ENST00000545072 	405 	79 22 	405 	79 22 	53 	51 51 
ENST00000449131 	ENST00000492727 	4177 	103 	4177 	103 	53 	53 
ENST00000565677 ENST00000219548 ENST00000569248 ENST00000564316 ENST00000565813 	ENST00000570037 ENST00000562111 	1437 1296 1759 606 208 	706 659 	1437 1296 1759 606 208 	706 659 	52 52 52 52 52 	53 53 
ENST00000514253 	ENST00000510019 ENST00000511844 	463 	186 145 	463 	186 145 	53 	51 51 
ENST00000248444 	ENST00000454775 	6476 	4920 	6476 	4920 	53 	53 
ENST00000436063 	ENST00000493254 	3979 	1905 	3979 	1905 	35 	51 
ENST00000358637 	ENST00000334152 ENST00000555870 ENST00000610020 	1997 	15 3680 5762 	2006 	33 3698 5780 	40 	35 35 35 
